JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty
140225,0.0128,2.5707,2.7113,0.7968,0.4379,1,21
106079,0.0149,2.3003,2.2489,0.7025,0.4042,0,21
128493,0.0147,2.7595,2.5984,0.7341,0.4183,1,21
103317,0.0111,1.9438,2.3919,0.7403,0.4934,1,21
134847,0.0144,2.3192,2.7857,0.7468,0.5124,1,21
129151,0.0169,2.3796,2.9602,0.6799,0.4973,0,21
122085,0.015,2.2508,2.9017,0.7062,0.4828,0,21
133489,0.0176,2.6104,2.7902,0.6597,0.5271,1,21
112447,0.014,2.0688,2.5871,0.701,0.4586,1,21
134364,0.0162,2.4964,2.8224,0.7294,0.4509,1,21
75216,0.0072,2.5132,1.9232,0.7227,0.2646,1,0
48937,0.0028,1.201,1.5908,0.8517,0.2942,1,0
72005,0.005,2.1675,1.9051,0.8831,0.2774,1,0
64194,0.0076,1.6161,2.0939,0.7087,0.5788,1,0
59148,0.0067,1.6255,1.8166,0.648,0.3306,1,0
59148,0.0067,1.6255,1.8166,0.648,0.3306,1,0
53739,0.0033,1.416,1.644,0.8777,0.1948,1,0
85645,0.0105,2.5777,2.2346,0.7366,0.4598,1,0
72117,0.0091,2.1338,2.1013,0.6821,0.4108,1,0
53686,0.0028,1.3957,1.7046,0.8348,0.2494,1,0
64418,0.0076,1.9047,1.8599,0.7776,0.285,1,0
71685,0.0093,1.5627,2.2108,0.6976,0.7781,1,0
71685,0.0093,1.5627,2.2108,0.6976,0.7781,1,0
58058,0.0062,1.5817,1.8303,0.7274,0.3375,1,0
59292,0.0043,1.605,1.8362,0.8538,0.162,1,0
87116,0.0097,2.5241,2.1876,0.775,0.3363,1,0
69113,0.0074,2.0669,1.9315,0.7097,0.3731,1,0
51829,0.003,1.5713,1.6638,0.849,0.3231,1,0
62793,0.0099,1.9538,1.8238,0.6497,0.4472,1,0
141238,0.0179,2.7724,2.7573,0.7094,0.4379,1,21
128897,0.017,2.3826,3.0608,0.6698,0.5552,1,21
107916,0.011,2.1461,2.5342,0.741,0.4511,1,21
115970,0.0129,2.0209,2.5032,0.6858,0.4389,1,21
67564,0.0083,2.1073,1.9856,0.7704,0.2681,1,0
68325,0.0073,1.6042,1.9021,0.6719,0.4547,1,0
82021,0.0104,2.1774,1.8911,0.7231,0.3564,1,0
82021,0.0104,2.1774,1.8911,0.7231,0.3564,1,0
74472,0.0095,1.8043,2.247,0.703,0.5945,1,0
68057,0.0069,1.7764,2.0413,0.8106,0.4677,1,0
77630,0.0073,1.9711,2.1596,0.7895,0.4036,1,0
92331,0.0114,2.6011,2.3406,0.758,0.3753,1,0
129363,0.0172,2.436,2.191,0.6758,0.4365,1,21
134620,0.0179,2.5255,2.8567,0.6728,0.5381,1,21
114155,0.0136,2.2002,2.3943,0.6634,0.3988,1,21
129600,0.0145,2.3743,2.6658,0.723,0.4797,1,21
82222,0.0115,2.2664,2.1385,0.6703,0.3909,1,0
79104,0.0099,1.9856,2.3318,0.7279,0.4774,1,0
82898,0.0077,2.4357,2.0962,0.7543,0.3483,1,0
64979,0.0079,1.8355,2.0348,0.7,0.1129,1,0
77779,0.0131,2.1518,2.0866,0.7121,0.4817,1,0
96245,0.0107,2.513,2.2804,0.8186,0.3355,1,0
84921,0.0121,2.1405,2.2715,0.6678,0.5206,1,0
65374,0.0078,1.6881,1.9673,0.6959,0.3983,1,0
134017,0.0158,2.4249,3.0333,0.7314,0.4212,1,21
134017,0.0158,2.4249,3.0333,0.7314,0.4212,1,21
113191,0.015,2.2216,2.3011,0.6564,0.47,1,21
128481,0.0167,2.3983,2.3351,0.6672,0.452,1,21
142021,0.0167,2.89,2.8699,0.7056,0.466,1,21
69566,0.0076,1.8097,1.9727,0.7423,0.4019,1,0
76978,0.0076,1.8444,2.1151,0.7836,0.4341,1,0
82423,0.012,1.9761,2.2498,0.7355,0.5586,1,0
83217,0.0113,2.0279,2.2355,0.707,0.492,1,0
87714,0.0122,2.151,2.18,0.6459,0.4631,1,0
87714,0.0122,2.151,2.18,0.6459,0.4631,1,0
86519,0.0134,2.1183,2.1383,0.7089,0.394,1,0
152668,0.0186,2.7267,2.8823,0.7614,0.4437,1,21
129705,0.0155,2.3871,2.8117,0.7176,0.4309,1,21
146452,0.0164,2.6852,2.7845,0.8165,0.4941,1,21
159016,0.0202,2.9552,3.1788,0.6899,0.6024,1,21
56346,0.0054,1.6513,1.7799,0.7861,0.4006,1,54
57353,0.0054,1.7924,1.7688,0.7026,0.3255,1,54
81492,0.005,2.1959,2.0936,0.8462,0.2646,1,54
62482,0.0102,1.7501,1.9159,0.7122,0.3663,1,54
85784,0.0124,2.4536,2.3054,0.6757,0.5332,1,54
69841,0.0102,2.01,2.0871,0.7563,0.5175,1,54
63034,0.0083,1.7221,1.9325,0.6153,0.2465,1,54
61820,0.0106,1.8467,1.8638,0.6734,0.4526,1,54
75482,0.0064,2.2915,1.9791,0.8751,0.2597,1,54
92987,0.0124,2.4663,2.4768,0.7034,0.401,1,0
93746,0.0138,2.2367,2.2845,0.7625,0.5023,1,0
90608,0.0121,2.2518,2.3414,0.702,0.513,1,0
104861,0.0094,2.4434,2.4925,0.8055,0.3711,1,0
84114,0.0099,1.8539,2.2677,0.7197,0.3763,1,0
57277,0.0054,1.7249,1.7303,0.7628,0.3323,1,54
66602,0.0069,1.924,1.6902,0.7443,0.4615,1,54
71943,0.0104,1.9388,2.1221,0.7304,0.6422,1,54
56781,0.0041,1.6303,1.8821,0.8006,0.3989,1,54
58993,0.0044,1.6547,1.8387,0.8049,0.4217,1,54
73057,0.0056,2.1308,1.9779,0.8817,0.2633,1,54
81930,0.0083,2.3306,2.1411,0.7552,0.5406,0,54
54843,0.0066,1.9274,1.7557,0.6143,0.3734,1,54
57745,0.0059,1.4842,1.7856,0.6791,0.4697,1,54
84505,0.0101,2.4907,2.2566,0.7751,0.3973,1,54
86666,0.0068,2.024,1.9167,0.8178,0.3295,1,49
64178,0.0024,1.5881,1.6021,0.8685,0.4089,1,49
68435,0.0034,1.5741,1.7206,0.8199,0.4827,1,49
82697,0.0071,1.8894,1.7743,0.7791,0.3746,1,49
71040,0.0052,1.6159,1.7445,0.8067,0.5782,1,49
66585,0.0051,1.4567,1.8223,0.7113,0.4303,1,49
55606,0.0022,1.1568,1.5112,0.8252,0.1847,1,49
87938,0.0076,2.2995,2.0191,0.7505,0.4614,1,49
70560,0.0055,1.8779,1.7529,0.7033,0.3012,1,49
59762,0.0046,1.4535,1.6596,0.6228,0.1558,1,49
76507,0.0048,1.6224,1.8639,0.7916,0.4474,1,49
73140,0.0067,1.5389,1.8746,0.7027,0.488,1,49
92434,0.013,1.9497,2.4439,0.6917,0.6218,1,0
88094,0.0102,2.1448,2.3816,0.7445,0.4832,1,0
96247,0.0124,2.6024,2.4389,0.755,0.3339,1,0
106560,0.0185,2.416,2.8214,0.6747,0.6513,1,0
86719,0.0098,2.0145,2.3982,0.7679,0.392,0,0
100102,0.0107,2.2024,2.2213,0.825,0.5293,1,0
70051,0.0079,1.8435,1.8666,0.6256,0.4841,1,0
66715,0.0038,1.6173,1.8189,0.7949,0.3215,1,0
75488,0.0079,2.0197,1.8963,0.7959,0.3489,0,0
82601,0.0068,2.2344,1.9634,0.7454,0.2958,0,0
60329,0.0021,1.5501,1.6145,0.9105,0.186,1,0
57780,0.0034,1.2899,1.6309,0.8102,0.3738,1,0
135086,0.0172,2.4547,2.3362,0.6917,0.4934,1,21
141619,0.0195,2.7301,2.913,0.6751,0.5117,1,21
132756,0.0153,2.3903,2.9306,0.7198,0.5378,1,21
135567,0.0195,2.4729,2.7812,0.6809,0.4694,1,21
71433,0.0064,1.5952,1.8256,0.7304,0.431,0,49
86116,0.0063,2.3324,1.889,0.7418,0.4048,1,49
65773,0.0055,1.5529,1.7388,0.6133,0.221,1,49
65528,0.0077,1.7066,1.6788,0.6931,0.4235,1,49
88513,0.0069,2.0935,1.9693,0.8543,0.2461,1,49
68195,0.0043,1.5379,1.6889,0.7999,0.4743,1,49
68717,0.0063,1.7556,1.7714,0.6654,0.2022,0,49
83141,0.0072,1.693,2.0531,0.766,0.5742,1,49
96244,0.0082,2.2665,2.1082,0.8432,0.2232,1,49
111291,0.0119,2.5696,2.3427,0.7281,0.3578,1,49
82385,0.0109,2.0474,2.4262,0.679,0.4422,1,0
96895,0.0143,2.4622,2.5006,0.6826,0.4896,1,0
76346,0.0087,1.9887,2.2334,0.7272,0.3383,1,0
89388,0.0107,2.0878,2.4717,0.7563,0.4095,1,0
91318,0.0139,2.2133,2.3171,0.7679,0.4888,1,0
89801,0.0128,2.0812,2.3553,0.7418,0.5373,1,0
80373,0.0076,2.3241,1.9736,0.7494,0.4212,1,45
54216,0.0024,1.1955,1.5523,0.8307,0.2439,1,45
75713,0.0067,1.9301,1.7321,0.7165,0.3511,1,45
69278,0.0062,1.7271,1.7827,0.7591,0.4826,1,45
62598,0.0058,1.7525,1.7312,0.6342,0.1649,1,45
63157,0.0047,1.333,1.7019,0.7555,0.3737,1,45
64675,0.0059,1.4666,1.8561,0.6322,0.4413,1,45
68038,0.0065,1.9645,1.8434,0.6983,0.2722,1,45
80010,0.0069,2.3446,1.9645,0.7748,0.268,1,41
66124,0.007,1.7953,1.7733,0.7701,0.2974,1,41
75011,0.0083,2.012,1.9742,0.75,0.4993,1,41
92853,0.0048,2.4161,2.0446,0.8467,0.2249,1,41
59532,0.0028,1.545,1.6889,0.8764,0.3049,1,41
65159,0.0062,1.9073,1.7686,0.7607,0.3485,1,41
68811,0.0062,1.9283,1.8151,0.6899,0.2944,1,41
59805,0.0056,1.4709,1.7359,0.567,0.2953,0,41
56081,0.0023,1.4736,1.6168,0.8681,0.3589,1,41
76123,0.0049,2.1774,1.8198,0.8805,0.1946,0,0
61679,0.0036,1.4334,1.69,0.7582,0.4327,1,0
66819,0.0063,1.7364,1.7921,0.8102,0.4415,0,0
78456,0.0089,2.1436,1.998,0.6821,0.4057,1,0
64206,0.0032,1.5253,1.6562,0.8517,0.3843,1,0
64225,0.0039,1.3957,1.7344,0.8653,0.3596,1,0
64787,0.0055,1.4994,1.8413,0.7128,0.4262,1,0
143236,0.0192,2.5441,2.8597,0.6904,0.5021,1,21
133809,0.0189,2.4432,3.1014,0.6243,0.5821,1,21
120543,0.0142,2.1357,2.6035,0.6746,0.4788,0,21
75063,0.0105,2.2025,2.0619,0.6925,0.5041,1,54
76770,0.011,2.25,2.2627,0.7708,0.2812,0,54
61657,0.0071,1.6927,1.9572,0.7194,0.3908,1,54
66396,0.0105,1.8631,1.9067,0.7537,0.5551,1,54
84154,0.0111,2.1184,1.9884,0.7663,0.4088,1,54
70639,0.0103,1.8542,2.2909,0.7017,0.5504,1,54
70509,0.0087,1.8041,2.2942,0.7366,0.4644,1,54
56179,0.004,1.6169,1.8155,0.8325,0.3315,1,54
72410,0.0069,2.0874,1.7229,0.7416,0.1727,1,45
72410,0.0069,2.0874,1.7229,0.7416,0.1727,1,45
65306,0.0036,1.5467,1.8273,0.8405,0.3176,1,45
78115,0.0075,2.5132,1.9815,0.7544,0.3322,0,45
69058,0.0063,1.7787,1.8179,0.6868,0.4872,1,45
53143,0.0017,1.3962,1.6004,0.8758,0.2197,1,45
66754,0.0089,1.719,1.7709,0.689,0.6515,1,45
67090,0.0069,1.7625,1.7841,0.7785,0.3984,1,45
75850,0.0073,1.8797,1.9509,0.6827,0.4578,1,45
85542,0.0073,2.5244,2.0403,0.7759,0.3159,1,41
71390,0.0075,1.7686,1.8439,0.7966,0.4296,1,41
82437,0.0098,2.0152,2.152,0.7654,0.3511,1,41
69799,0.0042,1.6068,1.7926,0.8061,0.4706,1,41
69799,0.0042,1.6068,1.7926,0.8061,0.4706,1,41
58773,0.0036,1.1961,1.6284,0.8058,0.412,1,41
79622,0.0078,2.5622,1.9581,0.7464,0.1649,1,41
69567,0.0071,2.0071,1.8703,0.6817,0.2547,1,41
63301,0.0061,1.8303,1.767,0.6597,0.3116,1,41
63301,0.0061,1.8303,1.767,0.6597,0.3116,1,41
62608,0.0032,1.6237,1.7136,0.834,0.33,0,41
101422,0.0122,2.2581,2.0178,0.7148,0.2665,0,49
71986,0.0051,1.6068,1.8497,0.7511,0.4264,1,49
84622,0.0063,1.8533,1.9703,0.8165,0.4299,1,49
106261,0.0102,2.4333,2.2684,0.7771,0.4218,1,49
106261,0.0102,2.4333,2.2684,0.7771,0.4218,1,49
83223,0.0058,1.7791,1.9342,0.7678,0.4231,1,49
77231,0.0049,1.7196,1.8982,0.8528,0.341,1,49
85075,0.0082,2.1201,1.8038,0.7357,0.2265,1,49
82215,0.0064,2.1485,1.9172,0.8411,0.287,1,0
62758,0.0036,1.3794,1.6963,0.8615,0.6131,1,0
68736,0.0066,1.8288,1.791,0.8094,0.3942,1,0
67831,0.0066,1.9342,1.8015,0.7061,0.2638,1,0
77638,0.0088,1.8104,2.0049,0.651,0.2758,1,0
75412,0.0065,1.7732,1.9331,0.8272,0.4378,1,0
93837,0.0104,2.4985,2.1995,0.735,0.4099,1,0
159250,0.0224,2.5844,3.3878,0.6246,0.6019,1,21
139056,0.0187,2.5299,2.6368,0.7268,0.5834,1,21
147921,0.019,2.4805,3.2585,0.6557,0.5347,1,21
89185,0.0096,1.6695,2.2453,0.6533,0.6022,1,49
81696,0.0065,1.982,1.735,0.7898,0.3127,0,49
89972,0.0108,2.1762,2.1595,0.7299,0.4634,0,49
112404,0.0071,2.4783,2.2906,0.8551,0.2741,1,49
77032,0.0053,1.6702,1.9096,0.8468,0.4696,1,49
92174,0.0104,1.9271,2.0679,0.7364,0.6261,1,49
94908,0.0134,2.2857,2.4449,0.671,0.4881,1,0
115403,0.0194,2.5894,2.8768,0.6996,0.5684,1,0
92585,0.01,2.1896,2.3269,0.7715,0.4317,1,0
97527,0.0093,2.2129,2.1993,0.8315,0.4144,1,41
80132,0.0088,1.9416,2.0171,0.7552,0.5397,1,41
94829,0.0131,2.2062,2.3044,0.6527,0.5327,1,41
78915,0.0091,1.7668,2.0576,0.704,0.3325,1,41
76172,0.0062,1.6442,2.0413,0.8489,0.3984,1,41
78835,0.0089,1.7994,2.1756,0.6414,0.3996,1,41
86207,0.0111,1.9036,2.3245,0.6804,0.6038,1,41
67803,0.0068,1.5821,1.9072,0.6908,0.3796,0,45
63934,0.0045,1.3166,1.766,0.7867,0.3422,1,45
92709,0.0114,2.082,1.8392,0.6552,0.5354,1,45
92709,0.0114,2.082,1.8392,0.6552,0.5354,1,45
85073,0.0101,1.9337,2.374,0.7146,0.4254,1,45
85073,0.0101,1.9337,2.374,0.7146,0.4254,1,45
64805,0.0048,1.6426,1.8329,0.776,0.2851,1,45
73668,0.0076,1.5626,1.8286,0.6255,0.3555,1,45
88215,0.0106,2.0084,2.1781,0.7456,0.5406,1,45
102763,0.0174,2.4981,2.7587,0.6449,0.4973,1,0
98965,0.0139,2.427,2.5886,0.6811,0.532,1,0
86690,0.012,1.8995,2.4394,0.6942,0.489,1,0
99254,0.0182,2.2891,2.3614,0.6533,0.5063,1,0
87645,0.0097,2.08,1.9451,0.6952,0.341,1,45
75203,0.0067,1.6398,1.9263,0.778,0.543,1,45
76996,0.008,1.601,2.0372,0.7376,0.6026,1,45
75628,0.0061,1.8241,1.9403,0.7553,0.4255,1,45
78270,0.0087,1.7819,2.1561,0.6523,0.4501,1,45
79644,0.008,1.8458,1.9864,0.7567,0.4481,1,45
78578,0.0095,1.9871,1.9921,0.5924,0.2469,1,45
107739,0.0101,2.421,2.3447,0.8547,0.3766,1,41
104605,0.0067,2.3782,2.2518,0.8258,0.2358,1,41
72365,0.005,1.7736,1.879,0.801,0.3753,1,41
87484,0.0099,1.8895,2.2658,0.6924,0.5389,1,41
83357,0.0091,2.1484,2.1086,0.6877,0.2943,1,41
100600,0.0062,2.2788,2.2156,0.8528,0.304,1,41
84747,0.0071,1.8071,2.1522,0.819,0.4312,1,41
143535,0.0193,2.6081,2.8608,0.7031,0.466,1,21
132899,0.0177,2.6748,2.7023,0.6453,0.4994,1,21
114030,0.0111,2.1888,2.4103,0.7275,0.436,1,21
131939,0.0178,2.3909,2.5856,0.6858,0.4634,1,21
87370,0.0114,2.2529,2.3093,0.6928,0.4712,1,54
93770,0.0136,2.4486,2.4921,0.6991,0.5018,1,54
64098,0.008,1.9367,1.9174,0.6978,0.3578,1,54
75954,0.012,1.9851,2.0224,0.6724,0.4636,1,54
80833,0.0113,2.0546,2.3962,0.6898,0.3576,1,54
75199,0.0106,1.9061,2.2626,0.6485,0.6496,1,54
105570,0.009,2.4457,2.5611,0.8172,0.3584,1,54
63208,0.005,1.4816,1.8614,0.8411,0.3234,1,54
75880,0.008,2.0423,1.9232,0.7645,0.3443,1,0
81991,0.0091,1.841,2.2391,0.6725,0.4271,1,0
106880,0.0109,2.5787,2.4307,0.7665,0.4468,1,0
101671,0.0054,2.3584,2.2234,0.8716,0.3409,1,0
76084,0.006,1.749,2.0007,0.8229,0.3782,1,0
81838,0.0091,1.9515,1.9792,0.7572,0.5415,1,0
67620,0.0068,1.7052,1.7965,0.7625,0.4422,1,0
48408,0.0015,1.0205,1.4674,0.8353,0.3879,1,0
81568,0.0053,2.0623,1.8771,0.8927,0.3059,1,0
90981,0.0085,2.3157,2.1553,0.7379,0.3745,1,0
52624,0.0023,1.4624,1.5704,0.7874,0.3943,1,0
66313,0.0046,1.701,1.781,0.7889,0.3773,1,0
148589,0.0203,2.5225,3.2195,0.6822,0.5237,1,21
125747,0.0159,2.261,2.7436,0.701,0.448,1,21
135430,0.0163,2.273,2.7479,0.6915,0.5374,1,21
94536,0.0104,2.1062,1.8732,0.7025,0.416,1,49
95125,0.0105,2.0608,2.1218,0.7633,0.4829,1,49
107678,0.0105,2.6036,2.2452,0.7404,0.4403,1,49
101065,0.0137,2.0496,2.1481,0.7082,0.6079,1,49
84850,0.0084,2.0841,1.9517,0.7799,0.3101,1,49
90057,0.0103,1.8823,2.2947,0.6122,0.651,1,49
115901,0.0198,2.5234,2.9466,0.6976,0.6285,1,0
92841,0.015,2.1826,2.3172,0.712,0.4714,1,0
102213,0.0163,2.2762,2.9074,0.6777,0.4944,1,0
97588,0.014,2.2991,2.5338,0.6973,0.5307,1,0
65971,0.0056,1.8122,1.6897,0.7876,0.2254,1,19
66846,0.0056,1.6547,1.7087,0.7758,0.4237,0,19
66846,0.0056,1.6547,1.7087,0.7758,0.4237,0,19
74444,0.0075,1.8754,1.8189,0.6545,0.3749,1,19
64209,0.0059,1.4373,1.7648,0.5487,0.3439,1,19
60591,0.0034,1.2173,1.6085,0.7801,0.4129,1,19
69633,0.0062,1.4538,1.8639,0.6465,0.5782,1,19
79022,0.0083,2.0272,1.9804,0.7669,0.3946,1,19
63093,0.0039,1.4648,1.6816,0.7429,0.2728,1,19
77616,0.0076,1.7947,2.1629,0.6972,0.4142,1,0
80494,0.0058,1.853,1.8476,0.7797,0.4126,1,0
87366,0.008,1.8589,2.1194,0.7624,0.5433,1,0
84316,0.0099,1.8463,2.2499,0.7021,0.432,0,0
94671,0.0124,2.1747,2.3735,0.74,0.4947,0,0
77919,0.0099,2.1591,2.135,0.7008,0.4615,1,54
89056,0.0109,2.165,2.3561,0.7906,0.3051,1,54
92720,0.0111,2.6897,2.2973,0.7434,0.2533,1,54
84662,0.0119,2.3167,2.2442,0.6684,0.4247,1,54
74981,0.009,1.8077,2.1997,0.7219,0.4103,1,54
82361,0.0087,1.9639,2.2667,0.8246,0.3632,1,54
94441,0.0151,2.2478,2.3072,0.7016,0.551,1,54
82065,0.0093,1.9721,1.9772,0.7666,0.4349,1,41
66253,0.009,1.8595,1.7482,0.6877,0.2922,1,41
102899,0.0103,2.3847,2.2616,0.8397,0.3452,1,41
91307,0.0116,2.1904,2.2406,0.6637,0.4745,1,41
91307,0.0116,2.1904,2.2406,0.6637,0.4745,1,41
98228,0.009,1.9811,2.4074,0.7796,0.5423,0,41
88604,0.0082,1.8349,2.1708,0.7968,0.3892,0,41
91633,0.0096,2.408,2.1896,0.7511,0.3926,1,45
91633,0.0096,2.408,2.1896,0.7511,0.3926,1,45
101018,0.0107,2.4047,2.3045,0.7078,0.5124,1,45
101018,0.0107,2.4047,2.3045,0.7078,0.5124,1,45
86827,0.0105,2.0704,2.0827,0.6684,0.4197,1,45
86827,0.0105,2.0704,2.0827,0.6684,0.4197,1,45
64661,0.0047,1.2274,1.7044,0.7816,0.6502,1,45
81834,0.0087,2.1592,1.8164,0.7435,0.2731,1,45
108102,0.0124,2.5812,2.4399,0.7186,0.5564,0,45
85361,0.0101,1.7131,2.2571,0.7007,0.533,1,45
73067,0.0075,1.7203,2.0349,0.6933,0.4011,0,0
67663,0.0064,1.6141,1.8654,0.6884,0.3705,1,0
89340,0.008,2.4313,2.0,0.7629,0.3594,0,0
66507,0.0061,1.6228,1.8066,0.7367,0.4174,0,0
51280,0.002,1.4004,1.4914,0.7866,0.2717,1,0
70823,0.0058,1.9394,1.6673,0.7392,0.3507,1,0
165641,0.0231,2.9081,2.9773,0.7269,0.4809,1,21
159587,0.0229,2.8379,3.1538,0.6442,0.6146,0,21
134491,0.0145,2.4302,2.6692,0.7121,0.5085,1,21
84982,0.0062,2.1733,1.8712,0.8616,0.2603,1,19
63091,0.0046,1.483,1.8057,0.7313,0.3335,1,19
69740,0.0063,1.7204,1.715,0.7247,0.4633,0,19
59815,0.0033,1.1099,1.5635,0.7668,0.5522,1,19
84185,0.0062,2.0055,1.8795,0.8614,0.3035,1,19
68179,0.0055,1.6159,1.8586,0.7169,0.4611,1,19
70056,0.0032,1.5778,1.6939,0.869,0.3301,1,19
97248,0.0093,2.2609,2.1579,0.856,0.3377,1,0
73102,0.006,1.6524,1.9591,0.7406,0.4787,1,0
96625,0.0109,2.4888,2.2496,0.7339,0.3487,1,0
81021,0.0086,1.9591,2.0526,0.6882,0.4363,1,0
87638,0.0104,1.7478,2.1929,0.6927,0.5071,1,0
96435,0.0101,2.0457,2.3056,0.7622,0.5597,1,0
110756,0.013,2.2904,1.9729,0.6925,0.4073,1,49
102517,0.0116,2.0358,2.504,0.6653,0.4275,1,49
125137,0.014,2.7122,2.5721,0.7294,0.4905,1,49
86822,0.0098,2.0448,1.9728,0.6835,0.4853,1,49
95931,0.0123,2.0463,2.1187,0.697,0.448,1,49
114249,0.0118,2.5781,2.3573,0.7578,0.3959,1,49
110048,0.0105,2.4897,2.3106,0.7564,0.4252,1,49
88731,0.0127,2.1637,2.3039,0.7166,0.4531,1,0
115487,0.0172,2.7324,2.7501,0.733,0.4271,1,0
109269,0.0163,2.4069,2.7755,0.6951,0.5974,1,0
81813,0.0078,2.083,2.1442,0.7619,0.3675,1,0
89780,0.0146,2.1061,2.7093,0.6078,0.6172,1,54
91450,0.0136,2.1035,2.4466,0.7181,0.5811,1,54
71484,0.0095,2.1177,1.9843,0.6543,0.4528,1,54
76776,0.009,1.7039,2.1359,0.7231,0.4486,1,54
94327,0.0118,2.3578,2.3417,0.8198,0.3851,1,54
97833,0.0153,2.3981,2.6513,0.7318,0.5876,1,54
97833,0.0153,2.3981,2.6513,0.7318,0.5876,1,54
104355,0.012,2.1857,2.4651,0.713,0.3752,1,49
114082,0.0073,2.4626,2.2911,0.8287,0.3349,0,49
89577,0.0074,1.6882,1.9657,0.7885,0.3844,1,49
96739,0.011,2.2,2.1234,0.7557,0.3166,1,49
100403,0.0114,2.0616,2.3019,0.7432,0.4962,0,49
84009,0.0086,1.8928,1.9762,0.6367,0.2862,1,49
59641,0.0055,1.6121,1.7766,0.8061,0.4891,1,0
56311,0.0066,1.6635,1.7641,0.57,0.3875,1,0
55774,0.0084,1.9676,1.6859,0.7062,0.3782,1,0
59228,0.006,1.5416,1.8897,0.6848,0.4435,0,0
59199,0.0055,1.7206,1.6887,0.7558,0.2949,0,0
84273,0.0044,2.1651,2.1192,0.8767,0.2633,1,0
86552,0.0097,1.9179,2.2622,0.6889,0.4884,1,41
110981,0.0085,2.4797,2.3417,0.8039,0.3464,1,41
85590,0.0094,1.9536,2.1543,0.7113,0.351,1,41
112892,0.014,2.3753,2.4602,0.7634,0.4575,1,41
93720,0.0109,2.0205,2.2148,0.7395,0.4554,1,41
83380,0.0089,1.7973,2.206,0.7121,0.4583,1,41
95164,0.0118,2.195,2.2399,0.7679,0.4406,1,45
94297,0.0116,1.9149,2.4919,0.6944,0.5072,1,45
93247,0.0108,2.0033,2.1464,0.7306,0.5177,1,45
107539,0.0079,2.3664,2.3123,0.8288,0.3628,1,45
97908,0.014,2.2518,2.1681,0.7118,0.387,1,45
106181,0.0123,2.2768,2.0206,0.7151,0.4382,1,49
99614,0.0099,1.8505,2.2136,0.7164,0.4861,1,49
121574,0.0132,2.3647,2.3826,0.7817,0.5071,1,49
110406,0.0132,2.3168,2.4308,0.6674,0.5347,1,49
99243,0.0114,2.141,2.133,0.6984,0.4857,0,49
92842,0.0129,2.2641,2.4964,0.7,0.4446,1,0
95128,0.0147,2.3248,2.5348,0.7193,0.4842,1,0
107622,0.008,2.4659,2.3925,0.8283,0.4257,1,0
77274,0.0083,1.9154,2.1513,0.776,0.4559,1,0
93605,0.0108,2.0293,2.4228,0.6889,0.3869,1,45
93518,0.0106,1.8001,2.3424,0.7193,0.5428,1,45
87585,0.0119,2.116,2.0233,0.7146,0.3964,1,45
113588,0.0136,2.5063,2.3569,0.7803,0.4244,1,45
99748,0.0095,2.2335,2.2,0.8303,0.4178,0,41
99748,0.0095,2.2335,2.2,0.8303,0.4178,0,41
99031,0.0124,2.2706,2.0084,0.7333,0.297,1,41
99031,0.0124,2.2706,2.0084,0.7333,0.297,1,41
112807,0.0126,2.6595,2.4869,0.7214,0.4816,1,41
81068,0.0089,2.0067,2.0166,0.7058,0.3986,1,41
73879,0.0072,2.0552,1.7035,0.7333,0.3913,1,29
51675,0.0031,1.4511,1.5501,0.7563,0.3722,1,29
54754,0.0028,1.3061,1.5644,0.8122,0.0994,1,29
66945,0.007,1.4974,1.8965,0.6299,0.5344,1,29
69332,0.0062,1.6866,1.7147,0.7515,0.5019,1,29
58723,0.0021,1.4671,1.5928,0.8313,0.2181,1,29
64417,0.0086,1.788,1.7127,0.6592,0.5415,1,29
65918,0.007,1.658,1.8888,0.697,0.2686,1,29
61809,0.0055,1.457,1.797,0.7086,0.6767,1,29
67195,0.007,1.66,1.7759,0.6103,0.3655,1,29
96565,0.0149,2.4403,2.5029,0.635,0.4969,0,0
89844,0.0128,2.2721,2.3471,0.6446,0.4763,1,0
85610,0.0128,2.105,2.2791,0.6379,0.4926,0,0
95180,0.0106,2.2784,1.9768,0.7131,0.4039,1,41
90028,0.0083,1.8476,2.3212,0.784,0.3815,1,41
90028,0.0083,1.8476,2.3212,0.784,0.3815,1,41
102438,0.0126,2.2453,2.0567,0.6836,0.4038,1,41
116423,0.0166,2.3949,2.8347,0.7158,0.5616,1,41
91759,0.0117,2.1676,2.1269,0.6659,0.3754,1,41
114076,0.0158,2.498,2.1553,0.7051,0.5435,0,45
96919,0.0118,2.1406,2.2227,0.6956,0.5306,1,45
99951,0.0108,2.1853,2.4272,0.7344,0.3748,1,45
98959,0.0116,2.1703,1.9018,0.7118,0.4186,1,45
93273,0.0113,1.9567,2.2506,0.7396,0.5028,1,45
151310,0.0211,2.5887,2.5241,0.6681,0.5536,1,21
132190,0.0163,2.3064,2.7242,0.6848,0.5189,0,21
96113,0.0153,2.4064,2.6931,0.7409,0.5724,0,54
77346,0.0105,2.0967,2.1333,0.6308,0.3337,0,54
77346,0.0105,2.0967,2.1333,0.6308,0.3337,0,54
83919,0.0141,2.0672,2.2407,0.6996,0.4584,1,54
110404,0.0173,2.7855,2.794,0.7203,0.4808,1,54
