JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty
118770,0.0156,2.3847,2.5724,0.721,0.5526,0,63
91518,0.0111,1.8703,2.3804,0.6722,0.6172,1,21
145313,0.0205,2.6369,2.8032,0.6824,0.5087,0,17
129137,0.0149,2.7364,2.5247,0.7584,0.4967,0,17
108195,0.0128,2.5873,2.3162,0.7564,0.5202,0,21
112507,0.0127,2.2451,2.3299,0.7533,0.5764,0,17
89352,0.0095,2.1753,1.9647,0.6874,0.6051,1,21
132569,0.0183,2.7236,2.6379,0.6922,0.4873,1,62
102912,0.012,2.265,2.1263,0.6652,0.6222,0,66
110590,0.0147,2.7227,2.6152,0.7016,0.538,1,55
89892,0.0089,1.9237,2.1878,0.7801,0.4099,0,34
113762,0.0109,2.7193,2.4434,0.8059,0.418,0,14
88972,0.0103,2.2011,2.2404,0.6739,0.4586,1,14
94189,0.0106,1.9901,2.1881,0.712,0.4744,0,34
113603,0.0128,2.0539,2.5587,0.6887,0.5208,0,60
118455,0.0168,2.2915,2.5876,0.7112,0.601,0,57
102798,0.0124,1.9668,2.2877,0.7054,0.4616,0,57
139775,0.0195,2.6927,3.0012,0.6728,0.5201,0,62
86215,0.009,2.0063,2.0792,0.6578,0.4887,1,34
111935,0.0101,2.7126,2.332,0.812,0.4319,1,34
167189,0.0219,3.0839,3.0829,0.6904,0.4735,0,62
124856,0.0131,2.487,2.4675,0.8072,0.4077,1,57
96581,0.0102,1.981,2.0788,0.6737,0.5759,1,57
105307,0.0067,2.3273,2.2696,0.8436,0.3901,1,34
89615,0.0113,1.9692,2.3628,0.6538,0.3643,0,14
95622,0.0121,2.2692,2.165,0.7033,0.4092,1,14
102807,0.0137,2.4854,2.2123,0.6947,0.3586,1,14
114412,0.0153,2.2171,2.4925,0.7014,0.6679,0,66
97053,0.0089,2.315,2.1561,0.8558,0.3886,1,34
118601,0.0142,2.1557,2.4241,0.7021,0.5249,0,47
95581,0.0103,2.1675,2.2191,0.7197,0.515,0,57
109696,0.0126,2.683,2.3561,0.7829,0.4689,1,57
103694,0.0139,2.0884,2.3712,0.7064,0.63,1,57
86651,0.0109,1.9821,2.0848,0.6077,0.5415,0,34
121878,0.0177,2.7004,2.7973,0.6942,0.6608,0,55
92914,0.0111,2.1012,2.1663,0.7779,0.4169,1,14
101972,0.012,2.5764,2.3336,0.7002,0.3008,1,14
111504,0.0139,2.6857,2.3483,0.7828,0.4578,1,14
104184,0.012,2.334,2.3707,0.7189,0.4607,1,14
83694,0.009,2.2438,2.0693,0.6776,0.3105,0,14
81262,0.0094,2.0361,2.0364,0.68,0.4117,1,14
91728,0.0082,2.0454,2.1811,0.7899,0.4609,1,14
115921,0.0142,2.0879,2.7219,0.6623,0.5383,0,60
117414,0.0126,2.0939,2.539,0.7319,0.5028,0,60
138781,0.014,2.6095,2.6677,0.8253,0.4925,0,60
111450,0.0138,2.3726,2.2254,0.6899,0.5462,0,66
97658,0.012,2.2047,2.0295,0.6981,0.4228,1,21
107730,0.0138,2.3338,2.3853,0.7177,0.5506,0,62
114554,0.0124,2.4819,2.2689,0.7593,0.4431,0,47
118025,0.0163,2.341,2.5283,0.6938,0.5064,0,57
127897,0.0141,2.9925,2.4794,0.6853,0.3738,0,57
124155,0.013,2.5384,2.348,0.7664,0.4075,0,57
109049,0.0119,2.6447,2.4312,0.745,0.3869,0,57
109708,0.0123,2.3001,2.3413,0.6663,0.5368,0,66
124499,0.0156,2.4996,2.6465,0.6977,0.5604,0,62
130571,0.0139,2.7955,2.4667,0.6395,0.4096,0,66
104890,0.0135,2.3195,2.3238,0.7362,0.4469,0,57
130415,0.0209,2.6593,3.0393,0.7007,0.504,0,57
125823,0.0165,2.652,2.4933,0.7561,0.3876,0,57
81145,0.0086,1.6322,2.1003,0.7082,0.5269,1,21
155671,0.0232,2.8651,2.5835,0.6721,0.4552,0,21
106976,0.0132,2.1668,2.4025,0.7227,0.6194,0,47
87131,0.0094,2.0068,1.99,0.6055,0.4394,0,47
85476,0.0093,1.752,2.1763,0.7049,0.5864,1,34
121617,0.0149,2.6636,2.4207,0.7259,0.5507,1,55
91898,0.0111,2.2022,2.0977,0.7363,0.4643,0,21
83270,0.0089,1.7597,2.2374,0.7112,0.5681,0,21
86929,0.0093,1.7885,2.1678,0.6663,0.4067,1,14
108753,0.0134,2.1053,2.3943,0.7005,0.5722,0,34
88386,0.0088,1.849,2.0661,0.7689,0.5639,0,34
100120,0.0113,2.454,2.1687,0.7442,0.4464,0,34
119746,0.0161,2.3455,2.5479,0.7061,0.6185,0,62
95054,0.0114,2.3228,2.087,0.6893,0.4255,1,21
104586,0.0115,2.5313,2.3197,0.7304,0.5449,1,21
106353,0.0128,2.57,2.274,0.7559,0.4529,0,34
131128,0.0181,2.4801,2.7932,0.6704,0.5252,0,62
120287,0.0159,2.1661,2.9405,0.6627,0.6143,0,62
97439,0.0121,2.1972,2.0287,0.7112,0.4552,1,14
93683,0.0108,2.3956,2.1504,0.7594,0.3509,1,14
97119,0.0096,2.1638,2.434,0.8104,0.3295,0,14
101157,0.0141,2.2001,2.4639,0.6979,0.5289,1,55
107684,0.0137,2.1456,2.021,0.6575,0.5308,0,47
108775,0.0093,2.1973,2.2518,0.83,0.5198,0,47
105288,0.0141,2.177,2.4421,0.7358,0.4907,0,57
106865,0.0137,2.5074,2.2269,0.7221,0.4103,1,57
124197,0.0148,2.8716,2.4643,0.648,0.3614,1,57
91469,0.012,2.037,2.1546,0.7391,0.4792,0,57
139708,0.0157,2.7359,2.6188,0.7786,0.422,1,57
125462,0.0167,2.6369,2.6656,0.7182,0.3931,0,57
121239,0.0154,2.6582,2.5718,0.7559,0.4286,1,57
117523,0.0152,2.4522,2.4469,0.685,0.382,0,47
144719,0.0161,2.8952,2.6099,0.683,0.3662,0,47
131059,0.0162,2.6106,2.6264,0.7224,0.4282,1,47
159863,0.0172,2.7363,2.7527,0.7961,0.4558,0,47
109711,0.0129,2.6415,2.2753,0.7677,0.5421,1,57
112660,0.0097,2.7137,2.3494,0.8159,0.424,1,57
126608,0.0143,2.7703,2.4415,0.7652,0.524,0,47
119081,0.0143,2.2861,2.4705,0.7176,0.4147,0,47
92077,0.0115,2.347,2.0207,0.6991,0.4866,1,21
100813,0.0118,2.2444,2.2748,0.7196,0.3301,0,21
97501,0.0131,2.09,2.3021,0.6981,0.599,0,34
92943,0.0089,1.8124,2.2942,0.7976,0.615,0,34
93035,0.0104,2.219,2.0583,0.7012,0.5716,0,34
113205,0.0162,2.2635,2.5638,0.7089,0.6748,0,34
130330,0.0148,2.8796,2.545,0.6526,0.4312,1,34
89671,0.0095,2.0396,1.8797,0.7238,0.417,0,14
79833,0.0088,1.8672,2.0042,0.7998,0.332,1,14
85120,0.0091,2.2526,1.7707,0.7347,0.3734,0,14
95244,0.0094,2.4737,2.1594,0.72,0.4985,1,14
101733,0.0083,2.6073,2.2249,0.8189,0.3094,0,14
157745,0.0221,2.8719,3.2674,0.6838,0.5459,0,62
106512,0.0109,2.272,2.3416,0.7287,0.495,0,47
125918,0.0123,2.5181,2.2867,0.7762,0.4018,0,47
89287,0.0109,2.1633,2.1361,0.6668,0.4801,0,21
117993,0.0119,2.4148,2.342,0.7182,0.5884,0,60
97424,0.0124,2.2637,2.318,0.6723,0.5162,0,21
104092,0.0124,1.9614,2.4397,0.7766,0.5417,1,14
118177,0.0117,2.7646,2.4986,0.8029,0.4202,0,14
117032,0.015,2.4067,2.3589,0.7062,0.5956,0,62
112603,0.0115,2.4043,2.3615,0.8112,0.4939,1,34
107743,0.0123,2.4796,2.2742,0.7595,0.5117,1,34
135273,0.0139,2.5756,2.4472,0.7716,0.4547,0,60
114181,0.0138,2.0322,2.2837,0.7063,0.6714,0,47
94634,0.0104,2.5835,2.1356,0.7783,0.2853,0,14
90259,0.0103,2.2245,2.1274,0.7765,0.4316,1,14
100200,0.0119,2.2756,2.1564,0.6824,0.6046,1,57
122270,0.0156,2.286,2.6885,0.7019,0.5179,0,57
92366,0.0127,2.2127,2.3137,0.7419,0.5521,1,55
121724,0.0174,2.6711,2.7693,0.6942,0.5814,1,55
125395,0.0163,2.6775,2.512,0.7237,0.4391,0,62
148078,0.0176,2.9438,2.7392,0.669,0.5366,0,62
136301,0.0186,2.8874,2.812,0.7353,0.4898,0,57
114853,0.0124,2.4285,2.3616,0.788,0.5122,0,34
102532,0.0126,2.1792,2.3058,0.701,0.4194,1,14
117105,0.0135,2.5783,2.3553,0.748,0.5123,1,66
95872,0.0105,2.0379,2.0821,0.729,0.5387,0,66
105731,0.0109,2.3682,2.3468,0.73,0.3795,0,34
117192,0.0138,2.1135,2.7188,0.7118,0.5565,1,34
103683,0.0133,2.2617,2.0373,0.708,0.512,0,57
100685,0.0106,2.6236,2.1704,0.7841,0.3853,1,14
133934,0.0172,3.045,2.6121,0.6344,0.2978,0,14
98506,0.0103,2.0217,2.1733,0.6703,0.5543,0,60
91048,0.0077,1.9062,2.0956,0.7496,0.4911,0,60
88935,0.011,1.9951,2.2042,0.7527,0.5879,1,55
120464,0.0123,2.3568,2.3784,0.7793,0.5206,0,47
128022,0.0164,2.7173,2.7348,0.7084,0.5017,0,34
91586,0.0107,1.9037,2.1899,0.6246,0.4736,0,34
104802,0.013,2.2352,2.4239,0.7221,0.4411,0,14
113249,0.0157,2.4693,2.518,0.7147,0.4569,1,14
107462,0.0124,2.3825,2.3164,0.7592,0.3017,1,14
114461,0.0124,2.5567,2.4685,0.7207,0.5495,1,34
93147,0.0097,1.7192,2.2545,0.6634,0.5846,0,47
88227,0.0074,1.7382,2.0566,0.7997,0.5514,0,47
119599,0.0156,2.4588,2.6302,0.7246,0.4145,1,14
95195,0.0108,2.3027,2.0846,0.69,0.4283,1,14
118016,0.0142,2.3661,2.3614,0.7326,0.4805,0,66
104626,0.0118,2.4693,2.241,0.7719,0.4664,1,34
84020,0.0084,1.5448,2.123,0.6583,0.6509,0,47
130037,0.0169,2.5244,2.7039,0.7359,0.573,0,62
153690,0.019,2.811,2.848,0.7529,0.5191,0,62
102561,0.0135,2.3184,2.3531,0.6921,0.5018,1,14
94826,0.0113,2.1669,2.2622,0.6758,0.4757,1,14
106534,0.0146,2.3991,2.2446,0.7097,0.4487,1,14
109944,0.0122,2.5742,2.4483,0.7261,0.5923,1,34
132064,0.0136,2.3982,2.5166,0.8141,0.5174,0,60
133351,0.0165,2.4146,2.6758,0.708,0.4723,0,66
122837,0.0148,2.3028,2.4581,0.732,0.5665,0,66
108409,0.0144,2.5538,2.1663,0.6484,0.454,0,14
68922,0.007,1.59,1.9437,0.676,0.4533,1,14
103443,0.013,2.3972,2.2586,0.6545,0.4869,0,14
99847,0.0131,2.1173,2.34,0.7272,0.5647,0,34
106202,0.0108,2.331,2.3228,0.8082,0.4692,1,34
138071,0.0173,2.9451,2.6013,0.6356,0.4149,0,34
112124,0.0087,2.6834,2.1685,0.8236,0.4148,0,47
158257,0.0215,2.856,2.4516,0.6806,0.4647,0,47
123003,0.014,2.5612,2.4167,0.771,0.4415,0,60
120804,0.0157,2.4704,2.3539,0.6998,0.5939,0,62
168690,0.0226,3.0325,2.543,0.6764,0.4909,1,60
102934,0.0138,2.3341,2.3382,0.7425,0.4253,1,14
117568,0.0126,2.7339,2.4315,0.6568,0.25,1,14
101984,0.0107,1.9794,2.2339,0.7154,0.4615,0,47
108188,0.0132,2.1603,2.3344,0.7248,0.5199,1,34
163003,0.0239,3.0941,2.6414,0.6712,0.4728,0,34
139795,0.0191,2.8333,2.7425,0.7382,0.5594,0,62
150420,0.0184,3.0644,2.7341,0.6697,0.4732,0,62
124104,0.0159,2.3023,2.6578,0.7159,0.5592,0,57
91249,0.0095,2.1534,1.9567,0.7679,0.3744,0,14
95314,0.0127,2.1312,2.3083,0.6642,0.4823,1,14
99796,0.0115,2.2318,2.1136,0.7091,0.5747,0,34
93022,0.0095,1.8219,2.3261,0.6566,0.611,0,34
121123,0.0151,2.2337,2.8161,0.7124,0.5483,0,34
142655,0.0207,2.7421,2.6917,0.6919,0.5384,0,62
117404,0.0126,2.6634,2.3068,0.7699,0.5146,0,60
86834,0.01,2.0547,2.1097,0.7339,0.458,1,14
128231,0.0176,2.5292,2.4542,0.69,0.5846,0,62
100696,0.0127,2.116,2.2605,0.7247,0.6095,0,34
106291,0.0122,2.6714,2.2439,0.7821,0.3752,0,14
145125,0.0204,3.0177,2.3996,0.6683,0.3638,0,14
107738,0.0136,2.4575,2.3782,0.6888,0.332,1,14
106075,0.0116,2.6109,2.3605,0.7044,0.4125,1,14
104884,0.0111,2.274,2.2404,0.685,0.4944,0,66
95117,0.012,1.9843,2.0859,0.7034,0.5259,0,47
87007,0.0082,1.741,1.9652,0.7451,0.6347,0,47
103298,0.0083,2.8612,2.1644,0.8096,0.325,0,14
135740,0.0188,2.4759,2.9295,0.6736,0.5527,0,62
139086,0.0171,2.6746,2.8139,0.6905,0.6312,0,62
153945,0.0235,2.6204,3.6135,0.6895,0.6189,0,62
142273,0.0208,2.6422,2.7437,0.6739,0.5329,1,62
168957,0.0244,3.0921,2.7359,0.6745,0.5453,0,62
163041,0.0206,3.003,3.0052,0.6425,0.4265,0,62
126000,0.0121,2.7074,2.6136,0.8048,0.5226,0,34
135349,0.0147,2.6379,2.5032,0.782,0.4545,1,34
96672,0.0122,2.1177,2.2135,0.7131,0.5514,0,34
141372,0.02,2.8885,2.7717,0.7147,0.5562,0,62
143702,0.029,2.8677,4.154,0.6577,0.6077,1,55
104365,0.0119,2.2452,2.101,0.6707,0.602,0,47
91753,0.0113,1.9514,2.1497,0.5858,0.5124,0,61
123298,0.0169,2.5836,2.4699,0.6853,0.5144,1,89
132870,0.0183,2.6277,2.8383,0.6683,0.567,1,89
143862,0.0171,2.8784,2.6934,0.6754,0.4727,0,61
143021,0.0196,2.8707,2.8773,0.7281,0.5691,1,89
120621,0.0186,2.3831,2.5114,0.6876,0.5669,1,35
192112,0.0275,3.093,3.0087,0.6823,0.4867,0,61
117225,0.0139,2.3845,2.3235,0.7218,0.603,0,61
135747,0.018,2.6049,2.5127,0.7002,0.5164,1,89
154421,0.0237,2.7241,2.8625,0.6583,0.6015,1,89
152086,0.0197,2.8066,2.8108,0.7438,0.4673,1,89
124076,0.0161,2.6994,2.5527,0.7572,0.4935,0,68
86461,0.0078,1.7682,2.1591,0.7869,0.436,0,41
94978,0.0117,1.8448,2.4391,0.6733,0.5729,1,41
115374,0.019,2.8394,2.7925,0.7412,0.4431,1,68
90440,0.0097,2.1787,2.2733,0.7681,0.3294,0,28
119370,0.0167,2.5733,2.4309,0.6731,0.512,1,35
137492,0.0178,2.3555,2.7909,0.6949,0.5532,1,68
111580,0.0121,2.7508,2.5309,0.7955,0.4941,1,28
134733,0.018,2.8081,2.7596,0.7575,0.439,0,28
90795,0.012,2.3041,2.1779,0.6773,0.5611,0,28
159148,0.0186,2.7943,2.8906,0.7464,0.5011,1,67
150385,0.0173,2.7298,2.7653,0.7634,0.535,1,43
138287,0.0171,2.4436,2.7694,0.7223,0.528,0,77
119839,0.0223,2.7858,3.2352,0.625,0.5485,0,31
118008,0.0157,2.452,2.6121,0.681,0.4312,0,35
109621,0.0147,2.437,2.5291,0.6566,0.5178,0,35
104972,0.0105,2.4815,2.2801,0.7283,0.5274,0,35
113799,0.0105,2.6895,2.3789,0.7944,0.4748,1,35
104212,0.0107,2.4608,2.3148,0.7378,0.4919,1,35
120071,0.0125,2.5075,2.2905,0.7648,0.4252,0,35
107335,0.0092,2.6958,2.2216,0.7953,0.4698,1,35
144754,0.0206,2.9238,2.3998,0.6772,0.4339,0,35
112304,0.0145,2.3262,2.4322,0.7054,0.436,0,21
116912,0.0157,2.4049,2.5545,0.7472,0.4407,0,21
119119,0.0142,2.6544,2.4543,0.7918,0.3534,0,21
118607,0.0161,2.5226,2.6298,0.7352,0.3797,0,21
122875,0.0146,2.7672,2.6657,0.7261,0.4475,0,21
107687,0.0114,2.4083,2.3566,0.818,0.3881,0,21
85324,0.0101,1.8956,2.2461,0.6816,0.4812,1,21
97398,0.0127,2.3228,2.202,0.7365,0.3945,1,21
116620,0.0174,2.7089,2.6238,0.7241,0.5117,0,35
98835,0.0121,2.1042,2.263,0.7373,0.5319,1,21
107970,0.012,2.1608,2.3327,0.6551,0.5742,1,17
92037,0.0115,2.5797,2.4142,0.7252,0.5842,1,23
106861,0.0068,2.3253,2.2704,0.8507,0.377,0,21
99286,0.0092,2.2357,2.1732,0.8176,0.4598,0,21
102159,0.0143,2.0641,2.2746,0.7277,0.5576,0,21
128154,0.0167,2.4073,2.8009,0.7097,0.5058,1,63
90106,0.0099,2.1674,1.9117,0.7148,0.3605,0,21
94967,0.0106,2.3505,2.1598,0.6915,0.4427,0,21
99843,0.0113,2.0702,2.2713,0.7239,0.4218,1,21
171822,0.0247,3.0359,2.7341,0.6775,0.4927,1,63
144883,0.0198,2.9535,2.8042,0.7287,0.5751,0,63
108052,0.0115,2.4668,2.3133,0.7196,0.5881,0,21
127719,0.0147,2.701,2.4269,0.7524,0.5156,0,17
101608,0.0111,2.6375,2.1993,0.7929,0.4375,0,21
114505,0.0127,2.4763,2.2702,0.7628,0.4574,0,17
120172,0.0153,2.6879,2.4449,0.7625,0.5077,1,34
92121,0.0103,2.4049,2.212,0.7514,0.3719,1,14
114171,0.0131,2.3524,2.3974,0.6563,0.5399,0,66
109956,0.0153,2.4383,2.3406,0.6835,0.4862,0,34
111005,0.011,2.5064,2.3508,0.7586,0.5266,0,47
128849,0.0162,2.619,2.7748,0.7413,0.5136,1,57
109348,0.0125,2.3851,2.4901,0.7238,0.4903,1,34
120438,0.0127,2.8394,2.4016,0.6744,0.3725,0,34
86171,0.0099,1.7055,2.2749,0.6645,0.6165,1,34
121625,0.016,2.2438,2.6674,0.6785,0.5147,1,62
120883,0.0154,2.5617,2.4459,0.7144,0.4706,0,62
103453,0.0149,2.2111,2.4852,0.7031,0.6594,1,55
98801,0.0129,2.3902,2.4377,0.7052,0.5067,1,55
121524,0.013,2.5351,2.5655,0.7352,0.5157,1,57
121140,0.0101,2.6961,2.3554,0.7943,0.5132,1,57
112800,0.0127,2.2699,2.5518,0.7432,0.4067,0,21
87998,0.0084,1.8805,2.1003,0.7547,0.6433,1,34
80905,0.0073,1.8613,2.0506,0.7579,0.3852,1,14
103709,0.0116,2.2093,2.1131,0.677,0.6148,1,66
101501,0.0118,2.5772,2.1567,0.7618,0.4099,0,57
119214,0.013,2.6055,2.3566,0.7698,0.4823,0,47
99613,0.0114,2.2324,2.1609,0.7442,0.4031,0,47
92545,0.0088,1.9227,2.2447,0.7907,0.5481,0,34
129096,0.0131,2.62,2.4265,0.8063,0.444,0,60
102068,0.0119,2.6107,2.2852,0.7749,0.4107,0,21
99823,0.0134,2.1341,2.2549,0.7191,0.5317,0,21
118455,0.0151,2.1401,2.689,0.6326,0.5445,0,60
114390,0.0141,2.579,2.5602,0.7109,0.6053,1,34
109842,0.0139,2.1842,2.4454,0.6774,0.5604,0,34
105833,0.0108,2.4357,2.2741,0.823,0.3566,0,57
106841,0.0093,2.6673,2.2904,0.8263,0.3427,0,14
94092,0.0121,2.1859,2.1535,0.7144,0.4103,0,21
84631,0.008,1.8648,2.1701,0.7746,0.365,1,14
93796,0.0132,2.36,2.1944,0.6521,0.4894,1,14
97067,0.0144,1.9615,2.6481,0.6489,0.6761,1,55
116788,0.0108,2.6694,2.423,0.7987,0.4808,0,34
98733,0.0103,1.7871,2.1003,0.7048,0.6194,0,60
111463,0.0103,2.7793,2.3491,0.8023,0.4028,1,21
110973,0.0108,2.2678,2.2818,0.7959,0.4553,0,47
87516,0.0082,1.604,2.0128,0.7329,0.5055,0,47
121057,0.0164,2.5764,2.5473,0.7287,0.4807,1,57
106127,0.0135,2.2472,2.366,0.7308,0.5268,1,57
90351,0.0111,1.7262,2.3221,0.6754,0.6751,1,57
110565,0.0096,2.6336,2.3354,0.824,0.4585,1,57
103169,0.012,2.3997,2.2427,0.7809,0.4212,0,21
118309,0.0125,2.8105,2.3993,0.7051,0.3106,0,21
114836,0.0124,2.5903,2.4331,0.7317,0.553,0,34
83029,0.0082,1.9025,2.1633,0.7979,0.2228,0,14
87382,0.0101,1.9237,2.1242,0.7369,0.4084,1,14
144014,0.0214,2.7412,3.0918,0.6684,0.5848,0,62
97172,0.0092,2.1905,2.0606,0.7456,0.4801,1,47
99343,0.0105,2.1621,2.1964,0.6822,0.536,0,47
159818,0.0207,2.8656,2.4842,0.6811,0.4336,0,60
100813,0.0115,2.1587,2.2364,0.7339,0.5156,0,66
111493,0.014,2.4946,2.3277,0.7423,0.525,0,21
105875,0.0128,2.3605,2.1802,0.7097,0.5007,0,60
164866,0.0219,3.1787,2.4888,0.6802,0.4725,0,60
89145,0.0111,1.8768,2.2898,0.6376,0.6131,0,21
116202,0.0107,2.7314,2.4583,0.841,0.4416,0,21
107936,0.0128,2.268,2.4798,0.7374,0.4561,0,14
161045,0.0215,2.9087,2.526,0.6753,0.4191,0,47
117223,0.0134,2.5995,2.4535,0.7181,0.5858,1,34
129489,0.0143,2.5504,2.4555,0.7707,0.4316,1,34
93457,0.0106,2.291,2.0343,0.6743,0.5359,1,34
114809,0.0149,2.2662,2.4839,0.7127,0.6867,0,60
116931,0.0131,2.5754,2.4712,0.7283,0.6516,0,57
115456,0.0154,2.2001,2.5266,0.6976,0.6492,0,66
168259,0.0221,2.9036,2.5452,0.6834,0.426,0,66
162483,0.0232,3.1051,3.0716,0.7544,0.4917,0,62
127135,0.0174,2.2634,3.0403,0.6238,0.6624,0,62
100056,0.0127,2.1582,2.2805,0.7572,0.5358,0,34
105419,0.0132,1.9038,2.321,0.7054,0.7114,0,34
112880,0.0148,2.4074,2.2721,0.6835,0.5548,0,62
134127,0.0163,2.9122,2.586,0.6833,0.3627,1,14
91922,0.0105,1.9977,2.1738,0.7313,0.3812,1,14
129781,0.0175,2.8082,2.7391,0.6981,0.4379,0,34
102625,0.0109,2.2384,2.0709,0.6733,0.6244,0,66
99569,0.0127,2.3011,2.1582,0.6561,0.4635,0,14
104476,0.0112,2.0925,2.3685,0.7452,0.5723,1,14
93998,0.0112,2.0691,2.5944,0.7234,0.4655,1,14
109206,0.0102,2.8423,2.2795,0.7977,0.4067,1,14
94813,0.01,2.0927,2.0879,0.6882,0.5224,0,47
99814,0.0145,2.4292,2.3575,0.7184,0.5177,1,55
87562,0.0082,1.9104,2.2085,0.7979,0.4415,1,14
83094,0.0074,2.0293,2.0983,0.8182,0.2788,0,14
118855,0.0123,2.3979,2.3739,0.7041,0.6371,0,60
104448,0.0118,1.9579,2.502,0.6378,0.5674,0,60
114985,0.0154,2.1466,2.4868,0.708,0.7105,0,60
119338,0.0167,2.1898,2.939,0.6437,0.5678,1,34
116696,0.0153,2.6732,2.4521,0.7266,0.4691,0,57
84286,0.008,1.5181,2.0166,0.6867,0.6166,0,47
109202,0.0155,2.4485,2.7097,0.7274,0.4468,1,14
100381,0.0116,2.233,2.1217,0.6769,0.6406,1,34
126015,0.0165,2.6244,2.5394,0.7101,0.4976,0,62
95920,0.0101,2.028,2.3745,0.7063,0.3995,1,14
94717,0.012,2.0794,2.3584,0.6732,0.3754,1,14
111343,0.0137,2.7168,2.3621,0.7569,0.4656,1,34
130675,0.0147,2.8994,2.5578,0.6767,0.4588,0,34
99897,0.0112,1.8832,2.2265,0.7069,0.6754,0,34
115280,0.0084,2.4341,2.3862,0.8154,0.4425,1,34
116493,0.0119,2.5967,2.2716,0.7829,0.3698,1,14
104982,0.0138,2.257,2.2519,0.7021,0.5981,0,34
130158,0.017,2.3932,2.6825,0.6232,0.6239,0,60
119007,0.0152,2.3532,2.3716,0.6573,0.5814,1,60
94998,0.0122,1.9433,2.5627,0.7151,0.5576,1,14
110697,0.015,2.4698,2.32,0.7288,0.5165,1,14
147306,0.0201,2.8824,2.9016,0.7264,0.59,0,62
125990,0.017,2.5909,2.4901,0.6686,0.6067,0,62
113856,0.0144,2.1151,2.4358,0.7022,0.6813,0,57
120077,0.0153,2.3533,2.5324,0.7177,0.6535,0,57
95694,0.01,1.8724,2.0637,0.7431,0.6269,0,47
160067,0.0227,3.0847,2.6043,0.6959,0.3882,1,14
134872,0.0177,2.615,2.8034,0.685,0.5719,0,62
107352,0.0124,2.1722,2.2267,0.7262,0.5934,0,66
94794,0.0116,1.9215,2.3928,0.6935,0.4286,1,14
98036,0.0128,2.2463,2.1318,0.7098,0.4987,0,14
108170,0.0111,2.3214,2.3036,0.8051,0.5354,1,34
116333,0.0109,2.6962,2.3844,0.7863,0.5176,0,34
98678,0.0131,2.5178,2.1691,0.6732,0.3226,1,14
97274,0.0112,2.1936,1.8714,0.7035,0.4516,0,47
133614,0.0136,2.4661,2.3803,0.7752,0.509,0,66
105430,0.0125,2.1796,2.3587,0.7207,0.3954,0,14
106398,0.0148,2.4487,2.4248,0.6787,0.3854,0,14
105927,0.0124,2.3596,2.4955,0.7588,0.3471,1,14
102884,0.012,2.2104,2.253,0.7295,0.4287,0,14
99716,0.0135,2.3482,2.354,0.6546,0.4075,1,14
102998,0.014,2.4294,2.2203,0.6831,0.411,0,14
136431,0.027,2.7053,3.9011,0.6552,0.6626,1,55
105145,0.0182,2.5558,2.528,0.6539,0.5735,1,55
106148,0.0119,2.1192,2.0147,0.7147,0.5767,0,60
136170,0.0139,2.5904,2.3856,0.7714,0.4409,1,60
119977,0.0138,2.2413,2.47,0.7224,0.5183,0,60
98732,0.0114,2.0891,2.1159,0.6808,0.5902,0,66
104491,0.0121,2.4488,2.116,0.7038,0.4929,0,66
139391,0.0148,2.7421,2.5507,0.6761,0.5001,0,66
136425,0.0165,2.8122,2.5444,0.7618,0.4572,0,60
126854,0.0159,2.2743,2.5663,0.7003,0.5882,1,60
120443,0.0153,2.416,2.4307,0.685,0.5736,0,60
120443,0.0153,2.416,2.4307,0.685,0.5736,0,60
106378,0.0123,2.14,2.3624,0.7264,0.5183,1,34
104255,0.0119,2.2493,2.3698,0.6907,0.5672,0,34
109069,0.0117,2.3773,2.3614,0.7234,0.6147,0,34
98735,0.0115,2.2543,2.0948,0.7037,0.6125,1,34
110080,0.0144,2.3355,2.439,0.6644,0.5915,0,34
132816,0.0146,2.8604,2.6598,0.7896,0.4972,0,34
112034,0.0149,2.7064,2.3555,0.7606,0.3996,0,14
101764,0.0132,2.3342,2.1044,0.7067,0.3445,1,14
95857,0.0116,2.1109,2.5732,0.6806,0.4974,1,14
102314,0.0127,2.5086,2.25,0.7461,0.2754,0,14
133775,0.0135,2.6613,2.4999,0.7937,0.416,0,14
105576,0.0106,2.372,2.2805,0.8074,0.3712,0,14
141068,0.0193,2.9067,2.8022,0.7219,0.5521,0,62
145585,0.0182,2.8935,2.7635,0.6513,0.4398,0,62
127569,0.0164,2.533,2.7493,0.6416,0.5418,0,60
131922,0.0168,2.4527,2.5607,0.7128,0.5152,0,60
149543,0.0222,2.7003,3.1409,0.6674,0.5795,0,60
116880,0.0129,2.2936,2.4181,0.6566,0.5881,0,60
116880,0.0129,2.2936,2.4181,0.6566,0.5881,0,60
111278,0.0122,2.0392,2.2781,0.7113,0.6116,0,60
111278,0.0122,2.0392,2.2781,0.7113,0.6116,0,60
112153,0.0119,2.5985,2.2755,0.762,0.5104,0,66
115359,0.0149,2.2816,2.5544,0.7161,0.6267,0,66
141008,0.0193,2.8227,2.851,0.7303,0.5764,0,62
144179,0.0173,2.8778,2.7166,0.657,0.4051,0,62
120998,0.0144,2.6165,2.3787,0.7243,0.474,1,66
100324,0.0107,2.2124,2.0772,0.6896,0.6079,0,66
133500,0.017,2.5196,2.7206,0.7406,0.4867,0,34
