id,JPEG_size,CONTOUR_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND,CONTOUR_CONGESTION,start_date,end_date,wrong_selection,hint_used,hints_count,evaluation,evaluation_details,objects,distractors,background,theme,perspective,rotate_images,max_overlap,min_distance_from_border,min_size,max_size,earned_stars,max_stars_possible,ended_early,general_difficulty,adaptive,duration,background_difficulty
933620,112545,0.023,2.5088,3.3881,0.6219,0.6678,2022-04-30 17:57:18,2022-04-30 17:59:11,1,t,1,0,"hint used &  acceptable time (112s) exceeded (113s) &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\5000_factory.png"" - 1 errs) --] ",7,13,58_30_8_bg9.png,CityOldKids,1,0,0.2,115,92,251,13,18,f,57,0,113,0
934992,108732,0.0198,2.3842,3.1789,0.693,0.5923,2022-05-01 10:19:10,2022-05-01 10:20:12,2,f,0,1," time (62s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\120_bubbleBlower.png"" - 2 errs) --] ",7,13,58_30_8_bg9.png,CityOldKids,1,0,0.2,115,92,251,13,18,f,57,0,62,0
935046,104961,0.0164,2.3501,3.0296,0.7044,0.4798,2022-05-01 10:20:34,2022-05-01 10:21:38,6,t,1,0,"hint used &  time (64s) - OK &  2 or more mistakes on 2 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""Farm\Items\800_loadTruck.png"" - 3 errs) -- (on object ""Farm\Items\200_tree1.png"" - 3 errs) --] ",7,13,70_20_5_bg2.png,Farm,1,0,0.2,115,92,251,10,18,f,57,0,64,0
940357,127941,0.0168,2.5558,2.3494,0.724,0.5026,2022-05-02 11:35:26,2022-05-02 11:36:12,1,t,1,0,"hint used &  time (46s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/15_map.png"" - 1 errs) --] ",7,16,67_50_15_bg4.png,FantasyOldKids,1,0,0.2,71,90,239,12,18,f,20,0,46,0
945762,151076,0.0217,2.7022,3.1429,0.7052,0.5991,2022-05-03 08:20:18,2022-05-03 08:21:22,2,t,2,0,"hint used &  time (64s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/33_trafficCone.png"" - 1 errs) -- (on object ""CityOldKids/Items/20_pigeon.png"" - 1 errs) --] ",8,19,73_50_15_bg4.png,CityOldKids,0,0,0.3,76,88,227,13,21,f,28,0,64,0
959956,101040,0.0106,2.1895,2.0415,0.6749,0.6129,2022-05-04 14:51:40,2022-05-04 14:53:27,11,f,0,1," time (107s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/10_PMPK.png"" - 9 errs) -- (on object ""FantasyOldKids/Items/10_torch.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/70_door.png"" - 1 errs) --] ",7,18,60_50_10_bg10.png,FantasyOldKids,0,1,0.4,76,100,180,8,18,f,66,1,107,90
967488,130096,0.0164,2.2938,2.9581,0.7074,0.5693,2022-05-04 13:03:30,2022-05-04 13:04:32,3,t,1,0,"hint used &  time (62s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/150_helm.png"" - 2 errs) -- (on object ""Pirates/Items/30_skull6.png"" - 1 errs) --] ",7,16,55_33_10_bg1.png,Pirates,1,0,0.2,71,90,239,13,18,f,43,0,62,0
1000615,145307,0.0207,2.598,2.5986,0.6942,0.546,2022-05-11 09:50:28,2022-05-11 09:51:24,0,f,0,1, time (56s) - OK & ,9,23,67_50_15_bg4.png,FantasyOldKids,0,0,0.3,71,86,215,21,24,f,24,0,56,0
1095430,150148,0.018,2.8739,2.8426,0.6873,0.4247,2022-05-25 14:51:16,2022-05-25 14:52:30,2,t,2,0,"hint used &  time (74s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/3_FORK180.png"" - 1 errs) -- (on object ""Pirates/Items/160_mermaid1.png"" - 1 errs) --] ",10,30,90_15_5_bg6.png,Pirates,0,1,0.2,71,100,180,21,27,f,57,1,74,90
1100006,100316,0.0098,2.2112,2.1946,0.6986,0.4993,2022-05-26 16:21:45,2022-05-26 16:22:58,15,f,0,1," time (73s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/400_tower.png"" - 15 errs) --] ",7,16,70_50_10_bg6.png,FantasyOldKids,1,1,0.4,76,100,180,12,18,f,47,1,73,90
1245509,124092,0.0124,2.7923,2.5833,0.803,0.4709,2022-10-04 09:38:10,2022-10-04 09:39:12,4,t,1,0,"hint used &  time (62s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 4 item(s) &  [Mistakes Details:   (on object ""Farm/Items/50_BELT1000.png"" - 1 errs) -- (on object ""Farm/Items/150_soil.png"" - 1 errs) -- (on object ""Farm/Items/5_CHERY030.png"" - 1 errs) -- (on object ""Farm/Items/10_CHAIN000.png"" - 1 errs) --] ",8,20,75_30_6_bg8.png,Farm,0,1,0.2,71,100,180,12,21,f,68,1,62,90
1476574,107635,0.0166,2.3973,2.3287,0.7191,0.48,2022-11-23 14:05:48,2022-11-23 14:06:13,0,f,0,1, time (25s) - OK & ,5,9,67_50_15_bg4.png,FantasyOldKids,1,0,0.2,64,100,300,9,12,f,28,1,25,0
1609047,164132,0.0262,3.1361,3.6833,0.6799,0.6034,2022-12-26 08:59:31,2022-12-26 09:00:30,0,f,0,1, time (59s) - OK & ,10,29,58_50_7_bg5.png,CityOldKids,0,0,0.4,64,100,180,24,27,f,41,1,59,90
1639594,81106,0.0074,1.792,2.097,0.7849,0.5429,2023-01-12 15:47:11,2023-01-12 15:48:50,3,t,1,-1,"hint used &  acceptable time (80s) exceeded (99s) &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""Pirates/Items/270_dolphin_curled.png"" - 2 errs) -- (on object ""Pirates/Items/280_shark_floatRing.png"" - 1 errs) --] ",5,10,55_33_10_bg1.png,Pirates,0,1,0.4,143,100,300,5,12,f,31,1,99,0
1664241,105462,0.0089,2.7009,2.2218,0.813,0.4195,2023-01-21 11:19:12,2023-01-21 11:20:01,0,f,0,1, time (49s) - OK & ,6,12,75_30_6_bg8.png,Farm,1,1,0.2,71,100,180,12,15,f,43,1,49,90
1664297,116144,0.0121,2.6018,2.2381,0.765,0.4164,2023-01-21 11:20:23,2023-01-21 11:21:31,2,f,0,1," time (68s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/6_shell1.png"" - 2 errs) --] ",6,13,90_20_5_bg5.png,Pirates,1,1,0.2,71,100,180,12,15,f,43,1,68,90
1920386,128653,0.0159,2.2273,2.9207,0.6825,0.643,2023-04-03 07:53:45,2023-04-03 07:55:10,0,f,0,1, time (85s) - OK & ,9,27,58_30_8_bg9.png,CityOldKids,0,1,0.4,76,100,180,21,24,f,77,1,85,90
2182150,130459,0.0139,2.8311,2.6551,0.773,0.4388,2023-07-17 12:29:22,2023-07-17 12:30:10,2,t,1,0,"hint used &  time (48s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/10_chickEating.png"" - 1 errs) -- (on object ""Farm/Items/35_hen.png"" - 1 errs) --] ",5,10,75_30_6_bg8.png,Farm,1,0,0.4,71,100,300,5,12,f,35,1,48,90
2185561,84676,0.0093,2.0556,1.9893,0.7391,0.5912,2023-07-23 13:10:03,2023-07-23 13:10:36,1,f,0,1," time (33s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyYoungKids/Items/30_CHAR1.png"" - 1 errs) --] ",6,13,60_80_15_bg9.png,FantasyYoungKids,1,1,0.4,143,100,180,9,15,f,35,1,33,90
2225343,127070,0.0156,2.7693,2.7748,0.7476,0.456,2023-09-02 19:49:12,2023-09-02 19:49:39,0,f,0,1, time (27s) - OK & ,5,8,58_40_10_bg2.png,FantasyOldKids,0,0,0.4,143,100,300,9,12,f,21,1,27,0
2225431,80628,0.0091,1.7905,2.1514,0.6667,0.5861,2023-09-02 19:50:49,2023-09-02 19:51:16,1,f,0,1," time (27s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityYoungKids/Items/1200_locomotive.png"" - 1 errs) --] ",5,8,58_30_8_bg9.png,CityYoungKids,0,1,0.4,71,100,300,7,12,f,21,1,27,0
2239838,87746,0.0109,2.5053,2.3611,0.7204,0.4821,2023-09-15 17:58:04,2023-09-15 17:58:49,0,f,0,1, time (45s) - OK & ,6,12,58_50_7_bg5.png,CityOldKids,1,1,0.4,57,100,180,12,15,f,23,1,45,90
2296201,124158,0.0131,2.5799,2.3965,0.7828,0.4029,2023-10-17 11:45:41,2023-10-17 11:47:54,2,t,2,0,"hint used &  acceptable time (96s) exceeded (133s) &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/5000_boat2.png"" - 1 errs) -- (on object ""Pirates/Items/90_lifering.png"" - 1 errs) --] ",6,14,90_20_5_bg5.png,Pirates,1,1,0.2,71,100,180,7,15,f,21,1,133,90
2356144,150499,0.0215,3.0459,2.4914,0.68,0.4614,2023-11-05 16:55:00,2023-11-05 16:56:14,0,f,0,1, time (74s) - OK & ,6,15,90_15_4_bg7.png,Pirates,1,1,0.4,143,100,180,12,15,f,21,1,74,90
2368445,86523,0.0079,2.4283,2.0213,0.7518,0.5161,2023-11-08 14:55:37,2023-11-08 14:55:53,0,f,0,1, time (16s) - OK & ,3,1,58_50_7_bg5.png,CityOldKids,1,0,0.0,143,100,300,3,6,f,44,0,16,0
621942,68691,0.0071,1.8587,1.8583,0.7606,0.4063,2022-03-08 09:43:58,2022-03-08 09:44:16,0,f,0,1, time (18s) - OK & ,3,1,58_30_8_bg3.png,FantasyOldKids,1,0,0.0,143,100,300,3,6,f,24,0,18,0
638552,164414,0.0207,2.9006,2.9733,0.7424,0.4801,2022-03-11 12:14:36,2022-03-11 12:16:14,3,f,0,0," time (98s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/25_pirateHat4.png"" - 1 errs) -- (on object ""Pirates/Items/30_seagull.png"" - 1 errs) -- (on object ""Pirates/Items/170_mermaid4.png"" - 1 errs) --] ",9,25,90_20_5_bg5.png,Pirates,0,0,0.2,71,100,180,14,24,f,62,1,98,90
647557,95614,0.0085,2.2183,2.1218,0.84,0.4117,2022-03-14 14:33:44,2022-03-14 14:34:24,6,t,1,0,"hint used &  time (40s) - OK &  2 or more mistakes on 2 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/50_superhero.png"" - 4 errs) -- (on object ""FantasyOldKids/Items/8_broom.png"" - 2 errs) --] ",6,14,70_80_10_bg5.png,FantasyOldKids,1,1,0.4,143,100,180,7,15,f,34,1,40,0
650163,87166,0.0097,1.9155,2.2699,0.6852,0.3737,2022-03-15 08:49:11,2022-03-15 08:49:50,0,f,0,1, time (39s) - OK & ,4,7,60_40_10_bg1.png,FantasyYoungKids,1,0,0.0,71,100,300,6,9,f,14,1,39,0
652614,93542,0.0115,2.2024,2.1717,0.6826,0.4736,2022-03-15 10:24:05,2022-03-15 10:24:34,2,f,0,0," time (29s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""CityOldKids/Items/500_tree_summer.png"" - 1 errs) -- (on object ""CityOldKids/Items/250_lake.png"" - 1 errs) --] ",4,4,63_35_5_bg8.png,CityOldKids,1,0,0.0,143,98,287,6,9,f,20,0,29,0
658265,110497,0.0111,2.3648,2.3718,0.8195,0.4775,2022-03-15 13:45:47,2022-03-15 13:46:22,1,f,0,1," time (35s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/12_picture.png"" - 1 errs) --] ",6,15,70_80_10_bg5.png,FantasyOldKids,0,1,0.4,71,100,180,9,15,f,34,1,35,0
668402,129335,0.0162,2.7704,2.6445,0.7586,0.5628,2022-03-17 13:58:56,2022-03-17 14:01:12,2,t,2,0,"hint used &  time (136s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/80_unicorn.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/500_cave.png"" - 1 errs) --] ",9,25,63_50_10_bg7.png,FantasyOldKids,0,1,0.2,71,100,180,15,24,f,62,1,136,90
681100,90469,0.0129,2.0191,2.1258,0.6692,0.4619,2022-03-20 08:32:46,2022-03-20 08:33:12,0,f,0,1, time (26s) - OK & ,5,7,52_20_7_bg4.png,Pirates,1,0,0.1,143,96,276,9,12,f,71,0,26,0
693538,128502,0.0148,2.6306,2.4673,0.7589,0.4464,2022-03-21 14:43:47,2022-03-21 14:44:57,0,f,0,1, time (70s) - OK & ,7,17,90_20_5_bg5.png,Pirates,1,1,0.4,71,100,180,15,18,f,34,1,70,90
698041,110503,0.0128,2.6229,2.4776,0.7352,0.4424,2022-03-22 12:50:48,2022-03-22 12:52:14,7,f,0,1," time (86s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/30_ghost.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/40_mummy.png"" - 6 errs) --] ",6,10,58_40_10_bg2.png,FantasyOldKids,1,0,0.1,143,94,263,8,15,f,71,0,86,0
700796,121667,0.0146,2.6441,2.6073,0.7264,0.6771,2022-03-22 14:22:08,2022-03-22 14:22:44,4,f,0,0," time (36s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""CityOldKids/Items/1800_crane.png"" - 4 errs) --] ",5,7,58_50_7_bg5.png,CityOldKids,1,0,0.1,143,96,276,7,12,f,24,0,36,0
706494,106209,0.0134,2.2793,2.4154,0.6908,0.4989,2022-03-23 13:25:25,2022-03-23 13:26:30,0,f,0,1, time (65s) - OK & ,5,8,70_50_10_bg6.png,FantasyOldKids,0,1,0.2,71,100,300,9,12,f,21,1,65,90
707204,94350,0.0106,1.7716,2.3785,0.6996,0.4856,2022-03-23 13:29:25,2022-03-23 13:31:08,17,t,2,-1,"hint used &  acceptable time (80s) exceeded (103s) &  2 or more mistakes on 2 item(s) &  any mistake on 4 item(s) &  [Mistakes Details:   (on object ""CityOldKids/Items/450_bouncyCastle.png"" - 1 errs) -- (on object ""CityOldKids/Items/1000_excavator.png"" - 1 errs) -- (on object ""CityOldKids/Items/500_flowerShop.png"" - 3 errs) -- (on object ""CityOldKids/Items/190_tennisPlayer.png"" - 12 errs) --] ",5,7,58_30_8_bg9.png,CityOldKids,1,0,0.1,153,96,276,5,12,f,28,0,103,0
709406,57526,0.003,1.5242,1.6246,0.7404,0.3667,2022-03-23 17:32:58,2022-03-23 17:33:14,0,f,0,1, time (16s) - OK & ,3,1,70_20_5_bg2.png,Farm,1,0,0.0,143,100,300,3,6,f,58,0,16,0
712027,103173,0.0097,2.7911,2.2316,0.8097,0.4085,2022-03-24 11:25:27,2022-03-24 11:26:27,2,f,0,0," time (60s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""Farm/Items/7_apple_cut.png"" - 1 errs) -- (on object ""Farm/Items/40_watermelon.png"" - 1 errs) --] ",4,7,75_30_6_bg8.png,Farm,1,0,0.0,143,100,300,4,9,f,14,1,60,90
719588,102377,0.0113,2.5274,2.343,0.7461,0.4204,2022-03-25 09:06:20,2022-03-25 09:06:53,2,f,0,0," time (33s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/50_genie_2.png"" - 2 errs) --] ",5,7,58_40_10_bg2.png,FantasyOldKids,1,0,0.1,143,96,276,9,12,f,20,0,33,0
720527,108264,0.0165,2.6147,2.8308,0.7975,0.4676,2022-03-25 10:41:20,2022-03-25 10:41:45,0,f,0,1, time (25s) - OK & ,5,7,70_80_10_bg5.png,FantasyOldKids,1,0,0.1,115,96,276,9,12,f,37,0,25,0
725714,83044,0.0066,2.3128,2.0018,0.7772,0.3727,2022-03-26 08:31:34,2022-03-26 08:31:55,0,f,0,1, time (21s) - OK & ,3,1,58_50_7_bg5.png,CityYoungKids,1,0,0.0,143,100,300,3,6,f,58,0,21,0
727076,68865,0.0068,1.5439,1.8957,0.69,0.5258,2022-03-26 16:05:56,2022-03-26 16:06:21,0,f,0,1, time (25s) - OK & ,3,1,60_40_10_bg1.png,FantasyOldKids,1,0,0.0,143,100,300,3,6,f,13,0,25,0
727116,76246,0.0059,2.4947,1.9358,0.7803,0.3128,2022-03-26 16:07:14,2022-03-26 16:07:32,0,f,0,1, time (18s) - OK & ,3,1,58_40_10_bg2.png,FantasyYoungKids,1,0,0.0,143,100,300,3,6,f,13,0,18,0
728230,104483,0.0118,2.1868,1.9946,0.6973,0.4127,2022-03-27 09:00:00,2022-03-27 09:00:37,0,f,0,1, time (37s) - OK & ,5,7,67_50_15_bg4.png,FantasyOldKids,1,0,0.1,153,96,276,9,12,f,28,0,37,0
728386,109514,0.0123,2.1326,2.2743,0.711,0.5382,2022-03-27 09:03:21,2022-03-27 09:03:54,0,f,0,1, time (33s) - OK & ,6,10,65_33_7_bg5.png,Farm,1,0,0.1,153,94,263,12,15,f,28,0,33,0
730127,102687,0.0147,2.2864,2.5456,0.6845,0.604,2022-03-27 10:22:26,2022-03-27 10:23:25,0,f,0,1, time (59s) - OK & ,7,18,63_35_5_bg8.png,CityOldKids,1,1,0.4,64,100,180,15,18,f,55,1,59,90
730696,78712,0.0093,1.7436,2.0626,0.6442,0.3784,2022-03-27 10:29:27,2022-03-27 10:29:53,0,f,0,1, time (26s) - OK & ,4,4,37_20_4_bg6.png,Farm,1,0,0.0,143,98,287,6,9,f,58,0,26,0
732241,101706,0.0108,2.1909,1.9153,0.7285,0.5153,2022-03-27 13:27:32,2022-03-27 13:29:26,1,f,0,0," acceptable time (112s) exceeded (114s) &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/80_chest.png"" - 1 errs) --] ",7,18,67_50_15_bg4.png,FantasyOldKids,0,1,0.4,153,100,180,12,18,f,66,1,114,0
733229,78551,0.0075,1.6605,1.9673,0.7435,0.4593,2022-03-26 19:43:20,2022-03-26 19:43:41,1,f,0,1," time (21s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/45_telescope1.png"" - 1 errs) --] ",5,8,66_50_17_bg3.png,Pirates,1,0,0.4,71,100,300,6,12,f,57,1,21,0
744857,134634,0.0156,2.6684,2.5606,0.7615,0.4595,2022-03-29 12:50:33,2022-03-29 12:51:13,1,t,1,0,"hint used &  time (40s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/4_shell3.png"" - 1 errs) --] ",7,19,90_20_5_bg5.png,Pirates,1,1,0.4,143,100,180,12,18,f,57,1,40,90
745778,99768,0.0107,2.0705,2.2784,0.7325,0.533,2022-03-29 13:23:09,2022-03-29 13:24:17,2,t,1,0,"hint used &  time (68s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/8_bellpepper.png"" - 1 errs) -- (on object ""Farm/Items/250_horse_walking.png"" - 1 errs) --] ",5,7,66_20_4_bg1.png,Farm,1,0,0.1,143,96,276,5,12,f,43,0,68,0
746729,112801,0.0142,2.2298,2.4444,0.6984,0.5904,2022-03-29 13:35:13,2022-03-29 13:36:24,6,t,3,0,"hint used &  time (71s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 4 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/70_chefWithKnife.png"" - 1 errs) -- (on object ""CityOldKids/Items/40_shoppingBag.png"" - 1 errs) -- (on object ""CityOldKids/Items/70_balerina.png"" - 1 errs) -- (on object ""CityOldKids/Items/150_footballPlayer.png"" - 3 errs) --] ",9,27,74_50_10_bg3.png,CityOldKids,0,1,0.2,71,100,180,14,24,f,62,1,71,90
753898,126971,0.0163,2.4113,2.3375,0.6965,0.5376,2022-03-30 13:24:15,2022-03-30 13:25:04,2,t,2,0,"hint used &  time (49s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/10_woodoodoll.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/50_mermaid.png"" - 1 errs) --] ",6,10,67_50_15_bg4.png,FantasyOldKids,1,0,0.1,153,94,263,9,15,f,28,0,49,0
755580,108845,0.0119,2.0559,2.3173,0.7134,0.5277,2022-03-30 13:49:18,2022-03-30 13:50:24,1,t,1,0,"hint used &  time (66s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/5_key.png"" - 1 errs) --] ",7,17,57_60_10_bg8.png,FantasyOldKids,0,1,0.4,76,100,180,12,18,f,60,1,66,90
757591,83220,0.0102,1.9701,1.9991,0.7307,0.5307,2022-03-30 15:40:25,2022-03-30 15:41:20,0,f,0,1, time (55s) - OK & ,4,4,58_30_8_bg3.png,FantasyOldKids,1,0,0.0,143,98,287,6,9,f,58,0,55,0
779650,87846,0.009,1.8403,2.3247,0.7368,0.38,2022-04-04 14:25:07,2022-04-04 14:25:58,0,f,0,1, time (51s) - OK & ,4,4,70_20_5_bg2.png,Farm,1,0,0.0,143,98,287,6,9,f,13,0,51,0
779692,101227,0.0143,2.1562,2.294,0.7029,0.4077,2022-04-04 14:26:15,2022-04-04 14:27:49,0,f,0,0, acceptable time (80s) exceeded (94s) & ,5,7,52_20_7_bg4.png,Pirates,1,0,0.1,143,96,276,9,12,f,13,0,94,0
780342,121291,0.0123,2.7415,2.512,0.7802,0.4961,2022-04-04 17:24:54,2022-04-04 17:25:39,2,f,0,1," time (45s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/160_goat.png"" - 2 errs) --] ",7,19,75_30_6_bg8.png,Farm,1,1,0.2,71,100,180,15,18,f,57,1,45,90
784680,103806,0.012,2.3122,2.3311,0.6952,0.5419,2022-04-05 11:00:53,2022-04-05 11:02:06,6,t,1,0,"hint used &  time (73s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/40_LAMP4.png"" - 6 errs) --] ",7,19,70_50_10_bg6.png,FantasyOldKids,1,1,0.2,71,100,180,12,18,f,34,1,73,90
787606,97739,0.018,2.6276,2.8032,0.6897,0.4165,2022-04-05 19:19:53,2022-04-05 19:20:21,0,f,0,1, time (28s) - OK & ,6,10,73_50_15_bg4.png,CityOldKids,1,0,0.1,115,94,263,12,15,f,37,0,28,0
788723,90948,0.0121,2.1962,2.2748,0.6899,0.3675,2022-04-03 12:16:56,2022-04-03 12:17:15,0,f,0,1, time (19s) - OK & ,4,4,58_20_4_bg2.png,CityYoungKids,1,0,0.0,143,98,287,6,9,f,58,0,19,0
793666,90171,0.0135,2.2457,2.6409,0.7098,0.4215,2022-04-06 17:51:46,2022-04-06 17:52:47,3,t,1,0,"hint used &  time (61s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm\Items\800_loadTruck.png"" - 3 errs) --] ",6,10,70_20_5_bg2.png,Farm,1,0,0.1,115,94,263,10,15,f,57,0,61,0
802162,117969,0.0166,2.497,2.2103,0.6972,0.5343,2022-04-08 14:11:51,2022-04-08 14:12:51,3,t,1,0,"hint used &  time (60s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/12_web.png"" - 2 errs) -- (on object ""FantasyOldKids/Items/700_chariot.png"" - 1 errs) --] ",6,10,67_50_15_bg4.png,FantasyOldKids,1,0,0.1,143,94,263,9,15,f,43,0,60,0
803056,101827,0.0128,2.4262,2.1187,0.7229,0.5078,2022-04-08 17:23:30,2022-04-08 17:24:13,5,t,1,0,"hint used &  time (43s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/120_sheepJumping.png"" - 3 errs) -- (on object ""Farm/Items/1500_garageTractor.png"" - 1 errs) -- (on object ""Farm/Items/35_BASKT060.png"" - 1 errs) --] ",7,19,65_100_10_bg9.png,Farm,1,1,0.2,71,100,180,10,18,f,57,1,43,90
805221,105879,0.0137,2.2387,2.3612,0.6708,0.5833,2022-04-09 09:14:35,2022-04-09 09:15:09,0,f,0,1, time (34s) - OK & ,5,7,63_35_5_bg8.png,CityYoungKids,1,0,0.1,143,96,276,9,12,f,58,0,34,0
806489,129519,0.0132,2.7798,2.4468,0.6789,0.4556,2022-04-09 09:51:17,2022-04-09 09:52:28,2,t,1,0,"hint used &  time (71s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/7_PADLK000.png"" - 1 errs) -- (on object ""Pirates/Items/160_mermaid1.png"" - 1 errs) --] ",6,15,90_15_5_bg6.png,Pirates,0,1,0.4,76,100,180,10,15,f,60,1,71,90
820260,93369,0.0155,2.317,2.5242,0.7358,0.5195,2022-04-11 15:25:31,2022-04-11 15:28:18,26,t,2,-1,"hint used &  acceptable time (96s) exceeded (167s) &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""CityOldKids\Items\120_kidsPool.png"" - 1 errs) -- (on object ""CityOldKids\Items\120_umbrella.png"" - 2 errs) -- (on object ""CityOldKids\Items\530_ambulance.png"" - 23 errs) --] ",6,10,74_50_10_bg3.png,CityOldKids,1,0,0.1,115,94,263,6,15,f,57,0,167,0
824953,81041,0.005,1.8418,1.8402,0.7673,0.4488,2022-04-12 18:53:09,2022-04-12 18:54:16,4,f,0,0," time (67s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""Farm/Items/90_pig_lying.png"" - 1 errs) -- (on object ""Farm/Items/1_bug.png"" - 2 errs) -- (on object ""Farm/Items/3_BELLTOP.png"" - 1 errs) --] ",6,12,66_20_4_bg1.png,Farm,1,1,0.2,76,100,180,7,15,f,47,1,67,0
846324,99922,0.0101,1.9923,2.4342,0.7967,0.4949,2022-04-17 09:30:35,2022-04-17 09:31:17,2,f,0,0," time (42s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""Pirates/Items/30_seagull.png"" - 2 errs) --] ",5,7,55_33_10_bg1.png,Pirates,1,0,0.1,143,96,276,9,12,f,58,0,42,0
