"id","start_date","end_date","wrong_selection","hint_used","hints_count","evaluation","evaluation_details","objects","distractors","background","theme","perspective","rotate_images","max_overlap","min_distance_from_border","min_size","max_size","earned_stars","max_stars_possible","ended_early","general_difficulty","adaptive"
1184052,"2022-09-11 17:45:41","2022-09-11 17:46:27",0,f,0,1," time (46s) - OK & ",10,30,"90/90_15_4_bg7.png","Pirates",f,t,0.4,71,100,180,24,27,f,89,t
1184611,"2022-09-12 14:12:26","2022-09-12 14:13:09",0,f,0,1," time (43s) - OK & ",7,16,"0/67_50_15_bg4.png","FantasyOldKids",t,f,0.2,76,90,239,15,18,f,21,f
1184669,"2022-09-12 14:13:32","2022-09-12 14:14:16",1,f,0,1," time (44s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/2700_tractor.png"" - 1 errs) --] ",7,16,"0/63_35_5_bg8.png","CityOldKids",t,f,0.2,76,90,239,12,18,f,21,f
1184731,"2022-09-12 14:14:38","2022-09-12 14:15:45",1,f,0,1," time (67s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/160_goat.png"" - 1 errs) --] ",7,16,"0/75_25_7_bg3.png","Farm",t,f,0.2,76,90,239,13,18,f,21,f
1184788,"2022-09-12 14:16:07","2022-09-12 14:16:41",0,f,0,1," time (34s) - OK & ",7,16,"0/68_25_7_bg2.png","Pirates",t,f,0.2,76,90,239,15,18,f,21,f
1185387,"2022-09-12 16:09:28","2022-09-12 16:09:52",0,f,0,1," time (24s) - OK & ",4,4,"0/58_20_4_bg2.png","CityOldKids",t,f,0,128,98,287,6,9,f,0,f
1185416,"2022-09-12 16:10:14","2022-09-12 16:10:35",0,f,0,1," time (21s) - OK & ",4,4,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0,128,98,287,6,9,f,0,f
1185445,"2022-09-12 16:10:55","2022-09-12 16:11:16",0,f,0,1," time (21s) - OK & ",4,4,"0/58_50_7_bg5.png","CityOldKids",t,f,0,128,98,287,6,9,f,0,f
1185474,"2022-09-12 16:11:36","2022-09-12 16:11:58",0,f,0,1," time (22s) - OK & ",4,4,"0/37_20_4_bg6.png","Farm",t,f,0,128,98,287,6,9,f,0,f
1185506,"2022-09-12 16:12:17","2022-09-12 16:12:41",1,f,0,1," time (24s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/480_island3_pinkPalm.png"" - 1 errs) --] ",4,4,"0/52_20_7_bg4.png","Pirates",t,f,0,128,98,287,6,9,f,0,f
1185535,"2022-09-12 16:12:58","2022-09-12 16:13:19",0,f,0,1," time (21s) - OK & ",4,4,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,128,98,287,6,9,f,0,f
1185565,"2022-09-12 16:13:37","2022-09-12 16:13:59",0,f,0,1," time (22s) - OK & ",4,4,"0/58_20_4_bg2.png","CityOldKids",t,f,0,128,98,287,6,9,f,0,f
1185595,"2022-09-12 16:14:17","2022-09-12 16:14:40",0,f,0,1," time (23s) - OK & ",4,4,"0/37_20_4_bg6.png","Farm",t,f,0,128,98,287,6,9,f,0,f
1186286,"2022-09-14 08:14:00","2022-09-14 08:15:27",1,f,0,1," time (87s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/40_LAMP4.png"" - 1 errs) --] ",10,29,"90/60_80_15_bg9.png","FantasyOldKids",f,t,0.4,71,100,180,21,27,f,89,t
1186372,"2022-09-14 08:16:02","2022-09-14 08:16:48",0,f,0,1," time (46s) - OK & ",10,30,"90/63_50_10_bg7.png","FantasyOldKids",f,t,0.4,71,100,180,24,27,f,89,t
1186459,"2022-09-14 08:17:27","2022-09-14 08:18:22",0,f,0,1," time (55s) - OK & ",10,30,"90/75_30_6_bg8.png","Farm",f,t,0.2,71,100,180,24,27,f,89,t
1187148,"2022-09-14 13:09:10","2022-09-14 13:09:59",0,f,0,1," time (49s) - OK & ",7,16,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0.2,76,90,239,15,18,f,21,f
1187207,"2022-09-14 13:10:23","2022-09-14 13:11:10",0,f,0,1," time (47s) - OK & ",7,16,"0/52_20_7_bg4.png","Pirates",t,f,0.2,76,90,239,15,18,f,21,f
1187265,"2022-09-14 13:11:33","2022-09-14 13:12:23",1,f,0,1," time (50s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/15_map.png"" - 1 errs) --] ",7,16,"0/67_50_15_bg4.png","FantasyOldKids",t,f,0.2,76,90,239,13,18,f,21,f
1187324,"2022-09-14 13:12:49","2022-09-14 13:13:36",1,f,0,1," time (47s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/120_runner_woman.png"" - 1 errs) --] ",7,16,"0/58_50_7_bg5.png","CityOldKids",t,f,0.2,76,90,239,15,18,f,21,f
1188028,"2022-09-14 16:49:54","2022-09-14 16:50:59",4,t,1,0,"hint used &  time (65s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/12_picture.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/45_girlwitch_2.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/45_magician.png"" - 2 errs) --] ",10,28,"90/63_50_10_bg7.png","FantasyOldKids",f,t,0.2,71,100,180,16,27,f,61,t
1188122,"2022-09-14 16:51:31","2022-09-14 16:52:54",3,t,2,0,"hint used &  time (83s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/3_strawberry.png"" - 1 errs) -- (on object ""Farm/Items/5_onionPurple.png"" - 2 errs) --] ",10,28,"90/65_100_10_bg9.png","Farm",f,t,0.4,71,100,180,21,27,f,61,t
1188209,"2022-09-14 16:53:28","2022-09-14 16:54:29",4,t,1,0,"hint used &  time (61s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/50_map.png"" - 1 errs) -- (on object ""Pirates/Items/90_treasureBox_closed.png"" - 1 errs) -- (on object ""Pirates/Items/100_octopus1.png"" - 2 errs) --] ",9,27,"90/90_15_5_bg6.png","Pirates",f,t,0.4,71,100,180,15,24,f,61,t
1188808,"2022-09-15 19:14:43","2022-09-15 19:15:08",0,f,0,1," time (25s) - OK & ",4,4,"0/74_50_10_bg3.png","CityOldKids",t,f,0,128,98,287,6,9,f,0,f
1188839,"2022-09-15 19:15:27","2022-09-15 19:15:49",0,f,0,1," time (22s) - OK & ",4,4,"0/68_25_7_bg2.png","Pirates",t,f,0,128,98,287,6,9,f,0,f
1188868,"2022-09-15 19:16:05","2022-09-15 19:16:30",0,f,0,1," time (25s) - OK & ",4,4,"0/58_30_8_bg3.png","FantasyOldKids",t,f,0,128,98,287,6,9,f,0,f
1188897,"2022-09-15 19:16:46","2022-09-15 19:17:15",0,f,0,1," time (29s) - OK & ",4,4,"0/74_50_10_bg3.png","CityOldKids",t,f,0,128,98,287,6,9,f,0,f
1188939,"2022-09-15 19:17:34","2022-09-15 19:18:20",1,f,0,1," time (46s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/900_windMill2.png"" - 1 errs) --] ",5,7,"0/75_25_7_bg3.png","Farm",t,f,0.1,128,96,276,9,12,f,0,f
1188978,"2022-09-15 19:18:38","2022-09-15 19:19:21",0,f,0,1," time (43s) - OK & ",5,7,"0/52_20_7_bg4.png","Pirates",t,f,0.1,128,96,276,9,12,f,0,f
1189770,"2022-09-16 16:33:52","2022-09-16 16:34:42",1,f,0,1," time (50s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/8_broom.png"" - 1 errs) --] ",8,19,"0/70_80_10_bg5.png","FantasyOldKids",f,f,0.3,76,88,227,16,21,f,21,f
1189833,"2022-09-16 16:35:06","2022-09-16 16:35:51",0,f,0,1," time (45s) - OK & ",8,19,"0/55_33_10_bg1.png","Pirates",f,f,0.3,76,88,227,18,21,f,21,f
1189898,"2022-09-16 16:36:16","2022-09-16 16:37:04",0,f,0,1," time (48s) - OK & ",8,19,"0/70_80_10_bg5.png","FantasyOldKids",f,f,0.3,76,88,227,18,21,f,21,f
1189964,"2022-09-16 16:37:29","2022-09-16 16:38:29",0,f,0,1," time (60s) - OK & ",8,19,"0/58_50_7_bg5.png","CityOldKids",f,f,0.3,76,88,227,18,21,f,21,f
1190599,"2022-09-17 10:08:30","2022-09-17 10:10:05",0,f,0,1," time (95s) - OK & ",10,30,"90/63_50_10_bg7.png","FantasyOldKids",f,t,0.4,71,100,180,24,27,f,89,t
1190692,"2022-09-17 10:10:52","2022-09-17 10:13:15",1,f,0,1," time (143s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/12_mouse_2.png"" - 1 errs) --] ",10,29,"90/63_50_10_bg7.png","FantasyOldKids",f,t,0.4,71,100,180,22,27,f,89,t
1191302,"2022-09-17 10:36:36","2022-09-17 10:36:56",0,f,0,1," time (20s) - OK & ",3,1,"0/74_50_10_bg3.png","CityOldKids",t,f,0,122,100,300,3,6,f,54,f
1191325,"2022-09-17 10:37:13","2022-09-17 10:37:39",0,f,0,1," time (26s) - OK & ",3,1,"0/63_35_5_bg8.png","CityOldKids",t,f,0,122,100,300,3,6,f,54,f
1191348,"2022-09-17 10:37:55","2022-09-17 10:38:25",0,f,0,1," time (30s) - OK & ",3,1,"0/73_15_7_bg4.png","Farm",t,f,0,122,100,300,3,6,f,54,f
1191368,"2022-09-17 10:38:43","2022-09-17 10:38:59",0,f,0,1," time (16s) - OK & ",3,1,"0/52_20_7_bg4.png","Pirates",t,f,0,122,100,300,3,6,f,54,f
1191387,"2022-09-17 10:39:27","2022-09-17 10:39:44",0,f,0,1," time (17s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,122,100,300,3,6,f,54,f
1191407,"2022-09-17 10:39:59","2022-09-17 10:40:14",0,f,0,1," time (15s) - OK & ",3,1,"0/73_50_15_bg4.png","CityOldKids",t,f,0,122,100,300,3,6,f,54,f
1191426,"2022-09-17 10:40:28","2022-09-17 10:40:41",0,f,0,1," time (13s) - OK & ",3,1,"0/75_25_7_bg3.png","Farm",t,f,0,122,100,300,3,6,f,54,f
1191447,"2022-09-17 10:40:55","2022-09-17 10:41:11",0,f,0,1," time (16s) - OK & ",3,1,"0/52_20_7_bg4.png","Pirates",t,f,0,122,100,300,3,6,f,54,f
1191467,"2022-09-17 10:41:28","2022-09-17 10:41:44",0,f,0,1," time (16s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,122,100,300,3,6,f,54,f
1191920,"2022-09-17 11:23:20","2022-09-17 11:23:46",0,f,0,1," time (26s) - OK & ",5,7,"0/58_20_4_bg2.png","CityOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1191958,"2022-09-17 11:24:07","2022-09-17 11:24:38",0,f,0,1," time (31s) - OK & ",5,7,"0/58_30_8_bg3.png","FantasyOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1191997,"2022-09-17 11:24:58","2022-09-17 11:25:31",0,f,0,1," time (33s) - OK & ",5,7,"0/63_35_5_bg8.png","CityOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1192040,"2022-09-17 11:25:52","2022-09-17 11:26:51",0,f,0,1," time (59s) - OK & ",5,7,"0/73_15_7_bg4.png","Farm",t,f,0.1,128,96,276,9,12,f,0,f
1192079,"2022-09-17 11:27:09","2022-09-17 11:27:42",0,f,0,1," time (33s) - OK & ",5,7,"0/66_50_17_bg3.png","Pirates",t,f,0.1,128,96,276,9,12,f,0,f
1192783,"2022-09-17 17:26:04","2022-09-17 17:27:50",4,t,2,0,"hint used &  time (106s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 4 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/8_broom.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/400_tower.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/40_clock.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/40_blazon.png"" - 1 errs) --] ",10,28,"90/57_60_10_bg8.png","FantasyOldKids",f,t,0.4,71,100,180,20,27,f,61,t
1192899,"2022-09-17 17:28:20","2022-09-17 17:30:20",6,t,3,0,"hint used &  time (120s) - OK &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""Pirates/Items/250_shark_withGlasses.png"" - 3 errs) -- (on object ""Pirates/Items/10_crab.png"" - 2 errs) -- (on object ""Pirates/Items/100_octopus2_violet.png"" - 1 errs) --] ",9,27,"90/90_15_4_bg7.png","Pirates",f,t,0.4,71,100,180,13,24,f,61,t
1193682,"2022-09-18 18:22:11","2022-09-18 18:23:04",1,t,1,0,"hint used &  time (53s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/300_hotairballoon.png"" - 1 errs) --] ",9,26,"90/60_80_15_bg9.png","FantasyOldKids",f,t,0.4,71,100,180,21,24,f,61,t
1193772,"2022-09-18 18:23:33","2022-09-18 18:24:48",3,t,1,0,"hint used &  time (75s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/35_shears.png"" - 1 errs) -- (on object ""Farm/Items/470_jeepEmpty_differentAllColor.png"" - 2 errs) --] ",9,27,"90/75_30_6_bg8.png","Farm",f,t,0.4,71,100,180,18,24,f,61,t
1193880,"2022-09-18 18:25:18","2022-09-18 18:26:40",8,t,4,0,"hint used &  time (82s) - OK &  2 or more mistakes on 2 item(s) &  any mistake on 4 item(s) &  [Mistakes Details:   (on object ""Pirates/Items/40_pirateGirl.png"" - 1 errs) -- (on object ""Pirates/Items/7_shell2.png"" - 2 errs) -- (on object ""Pirates/Items/14_BOTL9000.png"" - 1 errs) -- (on object ""Pirates/Items/5_shell4.png"" - 4 errs) --] ",10,28,"90/90_15_4_bg7.png","Pirates",f,t,0.4,71,100,180,17,27,f,61,t
1194473,"2022-09-19 19:02:00","2022-09-19 19:02:13",0,f,0,1," time (13s) - OK & ",3,1,"0/74_50_10_bg3.png","CityOldKids",t,f,0,122,100,300,3,6,f,54,f
1194494,"2022-09-19 19:02:29","2022-09-19 19:02:46",0,f,0,1," time (17s) - OK & ",3,1,"0/67_50_15_bg4.png","FantasyOldKids",t,f,0,122,100,300,3,6,f,54,f
1194514,"2022-09-19 19:02:58","2022-09-19 19:03:14",0,f,0,1," time (16s) - OK & ",3,1,"0/73_50_15_bg4.png","CityOldKids",t,f,0,122,100,300,3,6,f,54,f
1194534,"2022-09-19 19:03:28","2022-09-19 19:03:42",0,f,0,1," time (14s) - OK & ",3,1,"0/70_20_5_bg2.png","Farm",t,f,0,122,100,300,3,6,f,54,f
1194554,"2022-09-19 19:03:54","2022-09-19 19:04:11",0,f,0,1," time (17s) - OK & ",3,1,"0/68_25_7_bg2.png","Pirates",t,f,0,122,100,300,3,6,f,54,f
1194573,"2022-09-19 19:04:24","2022-09-19 19:04:36",0,f,0,1," time (12s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,122,100,300,3,6,f,54,f
1194598,"2022-09-19 19:04:51","2022-09-19 19:05:10",1,f,0,0," time (19s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/60_dress.png"" - 1 errs) --] ",3,1,"0/58_50_7_bg5.png","CityOldKids",t,f,0,122,100,300,2,6,f,54,f
1194620,"2022-09-19 19:05:22","2022-09-19 19:05:40",0,f,0,1," time (18s) - OK & ",3,1,"0/65_33_7_bg5.png","Farm",t,f,0,122,100,300,3,6,f,54,f
1194642,"2022-09-19 19:05:53","2022-09-19 19:06:07",0,f,0,1," time (14s) - OK & ",3,1,"0/66_50_17_bg3.png","Pirates",t,f,0,122,100,300,3,6,f,54,f
1194671,"2022-09-19 19:06:22","2022-09-19 19:06:42",0,f,0,1," time (20s) - OK & ",4,4,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,122,98,287,6,9,f,54,f
1195179,"2022-09-20 16:46:52","2022-09-20 16:47:04",0,f,0,1," time (12s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,153,100,300,3,6,f,49,f
1195200,"2022-09-20 16:47:21","2022-09-20 16:47:35",0,f,0,1," time (14s) - OK & ",3,1,"0/66_20_4_bg1.png","Farm",t,f,0,153,100,300,3,6,f,49,f
1195220,"2022-09-20 16:47:46","2022-09-20 16:47:58",0,f,0,1," time (12s) - OK & ",3,1,"0/68_25_7_bg2.png","Pirates",t,f,0,153,100,300,3,6,f,49,f
1195240,"2022-09-20 16:48:10","2022-09-20 16:48:22",0,f,0,1," time (12s) - OK & ",3,1,"0/67_50_15_bg4.png","FantasyOldKids",t,f,0,153,100,300,3,6,f,49,f
1195259,"2022-09-20 16:48:33","2022-09-20 16:48:43",0,f,0,1," time (10s) - OK & ",3,1,"0/74_50_10_bg3.png","CityOldKids",t,f,0,153,100,300,3,6,f,49,f
1195278,"2022-09-20 16:48:59","2022-09-20 16:49:15",0,f,0,1," time (16s) - OK & ",3,1,"0/37_20_4_bg6.png","Farm",t,f,0,153,100,300,3,6,f,49,f
1195298,"2022-09-20 16:49:26","2022-09-20 16:49:42",0,f,0,1," time (16s) - OK & ",3,1,"0/66_50_17_bg3.png","Pirates",t,f,0,153,100,300,3,6,f,49,f
1195316,"2022-09-20 16:49:54","2022-09-20 16:50:03",0,f,0,1," time (9s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,153,100,300,3,6,f,49,f
1195335,"2022-09-20 16:50:14","2022-09-20 16:50:25",0,f,0,1," time (11s) - OK & ",3,1,"0/63_35_5_bg8.png","CityOldKids",t,f,0,153,100,300,3,6,f,49,f
1195356,"2022-09-20 16:50:39","2022-09-20 16:50:54",0,f,0,1," time (15s) - OK & ",3,1,"0/75_25_7_bg3.png","Farm",t,f,0,153,100,300,3,6,f,49,f
1195376,"2022-09-20 16:51:08","2022-09-20 16:51:19",0,f,0,1," time (11s) - OK & ",3,1,"0/68_25_7_bg2.png","Pirates",t,f,0,153,100,300,3,6,f,49,f
1195396,"2022-09-20 16:51:31","2022-09-20 16:51:44",0,f,0,1," time (13s) - OK & ",3,1,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0,153,100,300,3,6,f,49,f
1195865,"2022-09-20 19:45:23","2022-09-20 19:46:04",0,f,0,1," time (41s) - OK & ",5,7,"0/74_50_10_bg3.png","CityOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1195906,"2022-09-20 19:46:29","2022-09-20 19:47:15",1,f,0,1," time (46s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/150_shark_front.png"" - 1 errs) --] ",5,7,"0/68_25_7_bg2.png","Pirates",t,f,0.1,128,96,276,9,12,f,0,f
1195944,"2022-09-20 19:47:36","2022-09-20 19:48:05",0,f,0,1," time (29s) - OK & ",5,7,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1195984,"2022-09-20 19:48:27","2022-09-20 19:49:00",1,f,0,1," time (33s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/75_shoppingCart.png"" - 1 errs) --] ",5,7,"0/73_50_15_bg4.png","CityOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1196026,"2022-09-20 19:49:20","2022-09-20 19:49:53",2,f,0,0," time (33s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""Farm/Items/150_soil.png"" - 2 errs) --] ",5,7,"0/70_20_5_bg2.png","Farm",t,f,0.1,128,96,276,7,12,f,0,f
1196545,"2022-09-21 11:10:21","2022-09-21 11:10:49",0,f,0,1," time (28s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,0,f
1196566,"2022-09-21 11:11:06","2022-09-21 11:11:24",0,f,0,1," time (18s) - OK & ",3,1,"0/65_33_7_bg5.png","Farm",t,f,0,143,100,300,3,6,f,0,f
1196587,"2022-09-21 11:11:39","2022-09-21 11:12:03",0,f,0,1," time (24s) - OK & ",3,1,"0/68_25_7_bg2.png","Pirates",t,f,0,143,100,300,3,6,f,0,f
1196612,"2022-09-21 11:12:17","2022-09-21 11:12:52",1,t,1,0,"hint used &  time (35s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/400_tower.png"" - 1 errs) --] ",3,1,"0/58_30_8_bg3.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,0,f
1196634,"2022-09-21 11:13:06","2022-09-21 11:13:34",1,f,0,0," time (28s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/150_footballPlayer.png"" - 1 errs) --] ",3,1,"0/58_50_7_bg5.png","CityOldKids",t,f,0,143,100,300,3,6,f,0,f
1196657,"2022-09-21 11:13:52","2022-09-21 11:14:16",0,f,0,1," time (24s) - OK & ",3,1,"0/66_20_4_bg1.png","Farm",t,f,0,143,100,300,3,6,f,0,f
1196679,"2022-09-21 11:14:29","2022-09-21 11:14:56",0,f,0,1," time (27s) - OK & ",3,1,"0/66_50_17_bg3.png","Pirates",t,f,0,143,100,300,3,6,f,0,f
1197280,"2022-09-21 12:58:50","2022-09-21 12:59:42",1,f,0,1," time (52s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/7_SCORP.png"" - 1 errs) --] ",8,19,"0/67_50_15_bg4.png","FantasyOldKids",f,f,0.3,76,88,227,16,21,f,21,f
1197346,"2022-09-21 13:00:07","2022-09-21 13:00:58",1,f,0,1," time (51s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/140_runner_man.png"" - 1 errs) --] ",8,19,"0/58_20_4_bg2.png","CityOldKids",f,f,0.3,76,88,227,15,21,f,21,f
1197411,"2022-09-21 13:01:23","2022-09-21 13:02:25",1,f,0,1," time (62s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/70_fox.png"" - 1 errs) --] ",8,19,"0/70_20_5_bg2.png","Farm",f,f,0.3,76,88,227,15,21,f,21,f
1197477,"2022-09-21 13:02:49","2022-09-21 13:03:36",0,f,0,1," time (47s) - OK & ",8,19,"0/52_20_7_bg4.png","Pirates",f,f,0.3,76,88,227,18,21,f,21,f
1198156,"2022-09-21 15:14:13","2022-09-21 15:14:57",0,f,0,1," time (44s) - OK & ",10,28,"90/60_50_10_bg10.png","FantasyOldKids",f,t,0.4,71,100,180,24,27,f,89,t
1198230,"2022-09-21 15:15:29","2022-09-21 15:16:07",0,f,0,1," time (38s) - OK & ",9,24,"90/65_100_10_bg9.png","Farm",f,f,0.4,71,100,180,21,24,f,89,t
1198306,"2022-09-21 15:16:36","2022-09-21 15:17:13",0,f,0,1," time (37s) - OK & ",9,25,"90/90_20_5_bg5.png","Pirates",f,f,0.4,71,100,180,21,24,f,89,t
1198385,"2022-09-21 15:17:42","2022-09-21 15:18:24",1,f,0,1," time (42s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/60_troll.png"" - 1 errs) --] ",9,26,"90/60_50_10_bg10.png","FantasyOldKids",f,f,0.4,71,100,180,18,24,f,89,t
1198993,"2022-09-21 17:25:40","2022-09-21 17:25:53",1,f,0,0," time (13s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/45_girlwitch_2.png"" - 1 errs) --] ",3,1,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0,153,100,300,3,6,f,49,f
1199018,"2022-09-21 17:26:07","2022-09-21 17:26:33",0,f,0,1," time (26s) - OK & ",3,1,"0/58_50_7_bg5.png","CityOldKids",t,f,0,153,100,300,3,6,f,49,f
1199037,"2022-09-21 17:26:44","2022-09-21 17:26:54",0,f,0,1," time (10s) - OK & ",3,1,"0/75_25_7_bg3.png","Farm",t,f,0,153,100,300,3,6,f,49,f
1199059,"2022-09-21 17:27:08","2022-09-21 17:27:23",0,f,0,1," time (15s) - OK & ",3,1,"0/52_20_7_bg4.png","Pirates",t,f,0,153,100,300,3,6,f,49,f
1199078,"2022-09-21 17:27:34","2022-09-21 17:27:43",0,f,0,1," time (9s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,153,100,300,3,6,f,49,f
1199101,"2022-09-21 17:27:57","2022-09-21 17:28:13",0,f,0,1," time (16s) - OK & ",3,1,"0/74_50_10_bg3.png","CityOldKids",t,f,0,153,100,300,3,6,f,49,f
1199131,"2022-09-21 17:28:30","2022-09-21 17:28:48",1,t,1,0,"hint used &  time (18s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/9_eggs.png"" - 1 errs) --] ",4,4,"0/75_25_7_bg3.png","Farm",t,f,0,153,98,287,6,9,f,49,f
1199159,"2022-09-21 17:29:02","2022-09-21 17:29:15",0,f,0,1," time (13s) - OK & ",4,4,"0/55_33_10_bg1.png","Pirates",t,f,0,153,98,287,6,9,f,49,f
1199196,"2022-09-21 17:29:34","2022-09-21 17:29:51",0,f,0,1," time (17s) - OK & ",4,4,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,153,98,287,6,9,f,49,f
1199236,"2022-09-21 17:30:06","2022-09-21 17:30:26",0,f,0,1," time (20s) - OK & ",4,4,"0/58_50_7_bg5.png","CityOldKids",t,f,0,153,98,287,6,9,f,49,f
1199751,"2022-09-21 18:35:43","2022-09-21 18:36:11",0,f,0,1," time (28s) - OK & ",5,7,"0/58_30_8_bg9.png","CityOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1199789,"2022-09-21 18:36:30","2022-09-21 18:36:58",0,f,0,1," time (28s) - OK & ",5,7,"0/58_20_4_bg2.png","CityOldKids",t,f,0.1,128,96,276,9,12,f,0,f
1199829,"2022-09-21 18:37:16","2022-09-21 18:37:46",1,f,0,1," time (30s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/5_onionPurple.png"" - 1 errs) --] ",5,7,"0/70_20_5_bg2.png","Farm",t,f,0.1,128,96,276,9,12,f,0,f
1199867,"2022-09-21 18:38:07","2022-09-21 18:38:30",0,f,0,1," time (23s) - OK & ",5,7,"0/55_33_10_bg1.png","Pirates",t,f,0.1,128,96,276,9,12,f,0,f
